Year,Quarter,Category,Metric,Capital,Gde SP(1),Interior,Deinter 1,Deinter 2,Deinter 3,Deinter 4,Deinter 5,Deinter 6,Deinter 7,Deinter 8,Deinter 9,Deinter 10,Estado
2016,01,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Contra a pessoa",25636,19006,87854,8567,12345,13092,9800,7068,6840,10079,4627,11834,3602,132496
2016,01,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Contra o patrimônio",117279,55985,125875,12916,22403,19598,9723,7152,16976,12357,3407,17617,3726,299139
2016,01,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Contra a Dignidade Sexual",659,552,1943,218,291,238,198,131,172,328,84,214,69,3154
2016,01,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Entorpecentes",3714,1948,10374,911,1223,1818,1038,630,1118,1214,567,1375,480,16036
2016,01,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Contravencionais",1479,1446,9203,695,979,1670,1307,764,699,962,557,1195,375,12128
2016,01,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Outros criminais (não inclui contravenções)",5716,4373,20366,1512,2712,2877,2117,1816,1738,2658,1099,2991,846,30455
2016,01,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Total de Crimes Violentos ( Hom.Doloso, Roubo, Latrocínio,
  Estupro e EMS)",49678,26082,27581,3584,6026,2953,1089,902,5792,2461,195,4170,409,103341
2016,01,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Total de delitos",154483,83310,255615,24819,39953,39293,24183,17561,27543,27598,10341,35226,9098,493408
2016,01,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Não Criminais",122622,66675,184471,18695,30000,28852,16476,9513,21382,18350,7272,27377,6554,373768
2016,01,Atividades de polícia judiciária,Atividades de polícia judiciária - Total de boletins de ocorrência,158856,132900,428227,44540,69720,68477,41545,27894,34758,45463,17987,61689,16154,719983
2016,01,Atividades de polícia judiciária,"Atividades de polícia judiciária - Total de termos circunstanciados lavrados pela Polícia
  Civil (2)",4748,4814,31629,2632,3072,4483,4732,2765,2697,2613,3274,4581,780,41191
2016,01,Atividades de polícia judiciária,Atividades de polícia judiciária - Total de inquéritos instaurados,25873,17224,56832,6420,7531,8494,5628,4521,5038,6829,2906,6970,2495,99929
2016,01,Ocorrências envolvendo policiais civis (3),"Ocorrências envolvendo policiais civis (3) - Pessoas mortas em confronto com a polícia civil em serviço
  (8)",3,3,1,0,0,1,0,0,0,0,0,0,0,7
2016,01,Ocorrências envolvendo policiais civis (3),Ocorrências envolvendo policiais civis (3) - Pessoas mortas por policiais civis de folga (8),3,2,2,0,1,0,0,0,1,0,0,0,0,7
2016,01,Ocorrências envolvendo policiais civis (3),"Ocorrências envolvendo policiais civis (3) - Pessoas feridas em confronto com a polícia civil em
  serviço",8,4,4,2,1,0,0,1,0,0,0,0,0,16
2016,01,Ocorrências envolvendo policiais civis (3),Ocorrências envolvendo policiais civis (3) - Pessoas feridas por policiais civis de folga,7,3,0,0,0,0,0,0,0,0,0,0,0,10
2016,01,Ocorrências envolvendo policiais civis (3),Ocorrências envolvendo policiais civis (3) - Policiais civis mortos em serviço,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,01,Ocorrências envolvendo policiais civis (3),Ocorrências envolvendo policiais civis (3) - Policiais civis feridos em serviço,5,2,12,1,3,2,1,0,0,2,0,1,2,19
2016,01,Atividades policiais,Atividades policiais - Prisões efetuadas (em flagrante+ por mandado),9393,7484,25888,2435,3425,3787,2552,1588,2904,3485,1157,3443,1112,42765
2016,01,Atividades policiais,Atividades policiais - Nº de pessoas presas em flagrante,10238,6030,19101,1902,2808,2930,1813,1109,2042,2516,750,2443,788,35369
2016,01,Atividades policiais,Atividades policiais - Nº de pessoas presas por mandado,2746,2119,9941,838,1080,1414,1037,804,1137,1354,589,1258,430,14806
2016,01,Atividades policiais,Atividades policiais - Nº de autos de apreensão (art 173 ECA),1078,750,2379,292,265,520,256,139,244,224,104,242,93,4207
2016,01,Atividades policiais,Atividades policiais - Nº de infratores apreendidos em flagrante,1191,1004,3408,412,388,621,330,184,389,320,111,518,135,5603
2016,01,Atividades policiais,Atividades policiais - Nº de infratores apreendidos por mandado,80,120,1214,84,127,178,131,99,110,137,111,184,53,1414
2016,01,Atividades policiais,Atividades policiais - Nº de revistas pessoais/ identificação (9),1072538,457561,2827306,337703,246580,566151,156878,126180,344667,207142,61528,248877,95160,4357405
2016,01,Atividades policiais,Atividades policiais - Armas de fogo apreendidas,1063,779,2519,288,329,358,241,193,287,339,83,307,94,4361
2016,01,Atividades policiais,Atividades policiais - Nº de Veículos Recuperados,8321,4727,8477,800,1673,1381,488,420,963,693,145,1775,139,21525
2016,01,Ocorrências envolvendo policiais militares (4),"Ocorrências envolvendo policiais militares (4) - Pessoas mortas em confronto com a polícia militar em
  serviço (8)",77,23,41,5,6,11,0,1,12,1,0,5,0,141
2016,01,Ocorrências envolvendo policiais militares (4),Ocorrências envolvendo policiais militares (4) - Pessoas mortas por policiais militares de folga (8A),26,11,9,0,0,1,0,2,2,3,1,0,0,46
2016,01,Ocorrências envolvendo policiais militares (4),"Ocorrências envolvendo policiais militares (4) - Pessoas feridas em confronto com a polícia militar em
  serviço",48,15,34,4,3,4,2,2,10,6,1,2,0,97
2016,01,Ocorrências envolvendo policiais militares (4),Ocorrências envolvendo policiais militares (4) - Pessoas feridas por policiais militares de folga,51,13,6,0,0,0,0,0,2,0,0,4,0,70
2016,01,Ocorrências envolvendo policiais militares (4),Ocorrências envolvendo policiais militares (4) - Policiais militares mortos em serviço,0,0,3,1,0,0,0,0,1,0,0,1,0,3
2016,01,Ocorrências envolvendo policiais militares (4),Ocorrências envolvendo policiais militares (4) - Policiais militares feridos em serviço,17,8,21,4,3,2,3,1,4,1,0,3,0,46
2016,01,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Homicídio doloso",223,185,482,102,61,66,45,24,43,42,12,60,27,890
2016,01,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Nº de Vítimas em Homicídio Doloso",231,190,496,106,61,69,48,24,44,42,13,62,27,917
2016,01,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Homicídio Doloso por acidente de trânsito (10)",4,0,6,2,0,0,0,1,0,2,0,1,0,10
2016,01,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Nº de Vítimas em Homicídio Doloso por acidente de trânsito
  (11)",4,0,6,2,0,0,0,1,0,2,0,1,0,10
2016,01,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Homicídio culposo por Acidente de Trânsito",82,117,595,58,78,91,54,55,57,84,24,66,28,794
2016,01,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Homicídio Culposo (7)",91,123,632,63,82,95,57,59,59,88,24,72,33,846
2016,01,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Tentativa de homicídio",229,203,683,117,91,87,51,44,86,88,21,61,37,1115
2016,01,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Lesão corporal dolosa",7615,5743,23691,2243,3334,3482,2687,1844,1871,2856,1211,3251,912,37049
2016,01,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Lesão corporal culposa por Acidente de Trânsito",4083,3263,16454,1253,2466,2134,1986,1508,1045,1669,889,2626,878,23800
2016,01,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Lesão corporal culposa outras",213,132,457,37,77,67,29,76,47,26,26,49,23,802
2016,01,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Latrocínio",23,20,34,4,5,4,2,3,6,6,0,2,2,77
2016,01,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Nº de Vítimas de Latrocínio",23,20,36,4,5,5,2,3,6,6,0,3,2,79
2016,01,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Estupro",514,429,1539,171,227,199,162,117,126,270,61,156,50,2482
2016,01,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Extorsão mediante seqüestro (5)",3,0,3,0,0,1,0,0,1,0,0,1,0,6
2016,01,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Tráfico de entorpecentes",2228,1373,8028,824,995,1381,772,556,552,1042,306,1208,392,11629
2016,01,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Roubo - outros (6)",39670,19652,21368,2837,4377,2347,830,686,4862,1810,117,3190,312,80690
2016,01,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Roubo de veículos",9245,5796,4155,470,1356,336,50,72,754,333,5,761,18,19196
2016,01,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Roubo a Banco",10,8,10,0,4,0,0,1,3,1,0,1,0,28
2016,01,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Roubo de Carga",1329,444,379,41,121,44,10,1,72,24,2,64,0,2152
2016,01,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Furto - outros",44654,16964,65332,6511,10223,11686,5908,4189,7798,6650,2061,8037,2269,126950
2016,01,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Furto de veículos",10991,5864,10954,996,2264,1690,557,653,1094,1097,139,2307,157,27809
2016,01,Exames de Natureza Necroscópica (12),Exames de Natureza Necroscópica (12) - Exames Necroscópicos Realizados - IML,2745,1823,4434,,,,,,,,,,,9002
2016,01,Exames de Natureza Necroscópica (12),Exames de Natureza Necroscópica (12) - Laudos Necroscópicos Expedidos do Ano - IML,995,1211,3554,,,,,,,,,,,5760
2016,01,Exames de Natureza Necroscópica (12),Exames de Natureza Necroscópica (12) - Laudos Necroscópicos Expedidos do Ano Anterior IML,1366,564,846,,,,,,,,,,,2776
2016,01,Clínicos e Laboratoriais (12),Clínicos e Laboratoriais (12) - Exames Clínicos Laboratoriais Realizados - IML (14),30389,20262,56395,,,,,,,,,,,107046
2016,01,Clínicos e Laboratoriais (12),Clínicos e Laboratoriais (12) - Laudos Clínicos Laboratoriais Expedidos do Ano - IML (15),27103,17758,49843,,,,,,,,,,,94704
2016,01,Clínicos e Laboratoriais (12),"Clínicos e Laboratoriais (12) - Laudos Clínicos Laboratoriais Expedidos do Ano Anterior -
  IML (16)",3154,2010,5015,,,,,,,,,,,10179
2016,01,Criminalísticos (12),Criminalísticos (12) - Exames Periciais Realizados - IC,41409,21744,81759,,,,,,,,,,,144912
2016,01,Criminalísticos (12),Criminalísticos (12) - Laudos Periciais Expedidos do Ano - IC,28837,13004,49478,,,,,,,,,,,91319
2016,01,Criminalísticos (12),Criminalísticos (12) - Laudos Periciais Expedidos do Ano Anterior- IC,16349,6932,21399,,,,,,,,,,,44680
2016,01,Exames Outros do IML à Margem do GDL (12) (13),Exames Outros do IML à Margem do GDL (12) (13) - Exames Outros Realizados - IML (14),7916,,,,,,,,,,,,,7916
2016,01,Exames Outros do IML à Margem do GDL (12) (13),Exames Outros do IML à Margem do GDL (12) (13) - Laudos Outros Expedidos do Ano - IML (15),4060,,,,,,,,,,,,,4060
2016,01,Exames Outros do IML à Margem do GDL (12) (13),Exames Outros do IML à Margem do GDL (12) (13) - Laudos Outros Expedidos do Ano Anterior IML (16),2853,,,,,,,,,,,,,2853
2016,02,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Contra a pessoa",24871,17618,82216,7897,11993,12654,9008,7187,5605,9278,4146,11082,3366,124705
2016,02,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Contra o patrimônio",118864,56320,127885,13759,23195,20576,9841,7497,16112,13099,3406,16795,3605,303069
2016,02,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Contra a Dignidade Sexual",712,502,1819,177,284,225,172,142,183,299,72,194,71,3033
2016,02,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Entorpecentes",3179,1957,10314,789,1219,2004,1012,653,952,1196,611,1387,491,15450
2016,02,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Contravencionais",1508,1314,8768,659,831,1666,1238,767,563,979,505,1196,364,11590
2016,02,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Outros criminais (não inclui contravenções)",5849,4172,20909,1501,2632,3064,2271,1877,1383,2686,1219,3280,996,30930
2016,02,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Total de Crimes Violentos ( Hom.Doloso, Roubo, Latrocínio,
  Estupro e EMS)",48469,24940,28586,3997,6316,3057,1200,919,5938,2459,239,4072,389,101995
2016,02,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Total de delitos",154983,81883,251911,24782,40154,40189,23542,18123,24798,27537,9959,33934,8893,488777
2016,02,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Não Criminais",124396,66010,175352,17334,29535,28338,15554,9837,16679,18505,7140,26029,6401,365758
2016,02,Atividades de polícia judiciária,Atividades de polícia judiciária - Total de boletins de ocorrência,161069,137140,421693,43674,69559,69131,40140,28753,31457,45593,17541,60038,15807,719902
2016,02,Atividades de polícia judiciária,"Atividades de polícia judiciária - Total de termos circunstanciados lavrados pela Polícia
  Civil (2)",3929,4814,31424,2709,2897,4652,4738,2997,2473,2540,3334,4210,874,40167
2016,02,Atividades de polícia judiciária,Atividades de polícia judiciária - Total de inquéritos instaurados,27826,17622,59272,6619,7784,9292,5596,4704,5329,7277,3113,7043,2515,104720
2016,02,Ocorrências envolvendo policiais civis (3),"Ocorrências envolvendo policiais civis (3) - Pessoas mortas em confronto com a polícia civil em serviço
  (8)",0,2,0,0,0,0,0,0,0,0,0,0,0,2
2016,02,Ocorrências envolvendo policiais civis (3),Ocorrências envolvendo policiais civis (3) - Pessoas mortas por policiais civis de folga (8),5,1,1,0,0,0,0,0,0,1,0,0,0,7
2016,02,Ocorrências envolvendo policiais civis (3),"Ocorrências envolvendo policiais civis (3) - Pessoas feridas em confronto com a polícia civil em
  serviço",13,2,7,0,1,2,0,1,3,0,0,0,0,22
2016,02,Ocorrências envolvendo policiais civis (3),Ocorrências envolvendo policiais civis (3) - Pessoas feridas por policiais civis de folga,2,2,2,1,1,0,0,0,0,0,0,0,0,6
2016,02,Ocorrências envolvendo policiais civis (3),Ocorrências envolvendo policiais civis (3) - Policiais civis mortos em serviço,0,1,1,0,0,1,0,0,0,0,0,0,0,2
2016,02,Ocorrências envolvendo policiais civis (3),Ocorrências envolvendo policiais civis (3) - Policiais civis feridos em serviço,13,4,15,0,1,5,2,1,1,0,1,4,0,32
2016,02,Atividades policiais,Atividades policiais - Prisões efetuadas (em flagrante+ por mandado),10036,7741,27212,2506,3288,4432,2623,1715,2558,3842,1533,3626,1089,44989
2016,02,Atividades policiais,Atividades policiais - Nº de pessoas presas em flagrante,10976,6155,18949,1830,2661,3204,1747,1102,1847,2475,864,2463,756,36080
2016,02,Atividades policiais,Atividades policiais - Nº de pessoas presas por mandado,3306,2436,11399,914,1065,1767,1181,972,1040,1718,892,1417,433,17141
2016,02,Atividades policiais,Atividades policiais - Nº de autos de apreensão (art 173 ECA),906,805,2339,300,289,543,238,152,214,184,88,249,82,4050
2016,02,Atividades policiais,Atividades policiais - Nº de infratores apreendidos em flagrante,1114,1038,3428,392,406,696,334,196,348,289,104,538,125,5580
2016,02,Atividades policiais,Atividades policiais - Nº de infratores apreendidos por mandado,30,176,1245,88,148,190,161,83,115,136,76,203,45,1451
2016,02,Atividades policiais,Atividades policiais - Nº de revistas pessoais/ identificação (9),1103996,532878,2741741,323943,244206,578659,161507,110036,269315,205021,63108,263069,92103,4378615
2016,02,Atividades policiais,Atividades policiais - Armas de fogo apreendidas,1026,603,2620,316,393,402,243,143,286,274,93,364,106,4249
2016,02,Atividades policiais,Atividades policiais - Nº de Veículos Recuperados,8091,4544,8022,799,1481,1357,493,415,916,697,140,1608,116,20657
2016,02,Ocorrências envolvendo policiais militares (4),"Ocorrências envolvendo policiais militares (4) - Pessoas mortas em confronto com a polícia militar em
  serviço (8)",63,20,55,1,7,7,0,4,12,10,1,13,0,138
2016,02,Ocorrências envolvendo policiais militares (4),Ocorrências envolvendo policiais militares (4) - Pessoas mortas por policiais militares de folga (8A),34,11,10,0,2,0,0,1,5,0,0,2,0,55
2016,02,Ocorrências envolvendo policiais militares (4),"Ocorrências envolvendo policiais militares (4) - Pessoas feridas em confronto com a polícia militar em
  serviço",52,23,49,7,6,7,5,2,10,8,2,2,0,124
2016,02,Ocorrências envolvendo policiais militares (4),Ocorrências envolvendo policiais militares (4) - Pessoas feridas por policiais militares de folga,41,9,7,0,1,0,0,0,3,0,0,1,2,57
2016,02,Ocorrências envolvendo policiais militares (4),Ocorrências envolvendo policiais militares (4) - Policiais militares mortos em serviço,3,0,2,1,0,0,0,0,0,0,1,0,0,5
2016,02,Ocorrências envolvendo policiais militares (4),Ocorrências envolvendo policiais militares (4) - Policiais militares feridos em serviço,16,7,9,1,1,1,1,0,5,0,0,0,0,32
2016,02,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Homicídio doloso",211,169,458,102,51,57,36,22,40,52,12,64,22,838
2016,02,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Nº de Vítimas em Homicídio Doloso",220,176,471,105,52,60,37,23,42,52,12,66,22,867
2016,02,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Homicídio Doloso por acidente de trânsito (10)",3,1,6,1,1,1,0,0,0,1,1,1,0,10
2016,02,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Nº de Vítimas em Homicídio Doloso por acidente de trânsito
  (11)",3,1,6,1,1,1,0,0,0,1,1,1,0,10
2016,02,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Homicídio culposo por Acidente de Trânsito",95,162,671,62,107,89,66,53,60,113,17,76,28,928
2016,02,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Homicídio Culposo (7)",102,167,703,66,112,93,69,58,64,115,17,80,29,972
2016,02,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Tentativa de homicídio",236,188,541,93,61,78,43,39,76,49,15,65,22,965
2016,02,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Lesão corporal dolosa",7058,4880,20770,1945,3122,3253,2344,1593,1413,2534,1018,2792,756,32708
2016,02,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Lesão corporal culposa por Acidente de Trânsito",4427,3618,17785,1294,2771,2270,2108,2119,1003,1523,868,2895,934,25830
2016,02,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Lesão corporal culposa outras",214,78,416,36,74,71,29,81,43,11,38,16,17,708
2016,02,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Latrocínio",28,18,40,11,3,6,1,3,8,5,0,2,1,86
2016,02,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Nº de Vítimas de Latrocínio",28,18,43,12,3,7,1,3,9,5,0,2,1,89
2016,02,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Estupro",541,397,1316,122,202,181,118,110,80,252,51,148,52,2254
2016,02,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Extorsão mediante seqüestro (5)",5,1,2,0,1,0,0,0,0,1,0,0,0,8
2016,02,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Tráfico de entorpecentes",2573,1511,8165,756,983,1626,751,580,450,1008,369,1261,381,12249
2016,02,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Roubo - outros (6)",38483,18823,22738,3293,4746,2525,990,723,4957,1846,170,3182,306,80044
2016,02,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Roubo de veículos",9201,5532,4032,469,1313,288,55,61,853,303,6,676,8,18765
2016,02,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Roubo a Banco",12,8,17,3,1,3,2,3,1,2,1,1,0,37
2016,02,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Roubo de Carga",1284,502,460,52,126,52,13,2,97,32,3,81,2,2246
2016,02,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Furto - outros",45470,17596,66223,6299,10739,12309,5875,4599,6930,7259,2067,7926,2220,129289
2016,02,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Furto de veículos",11633,6086,10841,1299,2103,1711,608,780,922,1154,137,1994,133,28560
2016,02,Exames de Natureza Necroscópica (12),Exames de Natureza Necroscópica (12) - Exames Necroscópicos Realizados - IML,4691,1761,4235,,,,,,,,,,,10687
2016,02,Exames de Natureza Necroscópica (12),Exames de Natureza Necroscópica (12) - Laudos Necroscópicos Expedidos do Ano - IML,3521,1711,4280,,,,,,,,,,,9512
2016,02,Exames de Natureza Necroscópica (12),Exames de Natureza Necroscópica (12) - Laudos Necroscópicos Expedidos do Ano Anterior IML,966,121,57,,,,,,,,,,,1144
2016,02,Clínicos e Laboratoriais (12),Clínicos e Laboratoriais (12) - Exames Clínicos Laboratoriais Realizados - IML (14),51967,20901,57908,,,,,,,,,,,130776
2016,02,Clínicos e Laboratoriais (12),Clínicos e Laboratoriais (12) - Laudos Clínicos Laboratoriais Expedidos do Ano - IML (15),50194,21361,56720,,,,,,,,,,,128275
2016,02,Clínicos e Laboratoriais (12),"Clínicos e Laboratoriais (12) - Laudos Clínicos Laboratoriais Expedidos do Ano Anterior -
  IML (16)",2274,206,299,,,,,,,,,,,2779
2016,02,Criminalísticos (12),Criminalísticos (12) - Exames Periciais Realizados - IC,63942,21252,83127,,,,,,,,,,,168321
2016,02,Criminalísticos (12),Criminalísticos (12) - Laudos Periciais Expedidos do Ano - IC,52488,18076,69476,,,,,,,,,,,140040
2016,02,Criminalísticos (12),Criminalísticos (12) - Laudos Periciais Expedidos do Ano Anterior- IC,12666,3367,13182,,,,,,,,,,,29215
2016,02,Exames Outros do IML à Margem do GDL (12) (13),Exames Outros do IML à Margem do GDL (12) (13) - Exames Outros Realizados - IML (14),7679,,,,,,,,,,,,,7679
2016,02,Exames Outros do IML à Margem do GDL (12) (13),Exames Outros do IML à Margem do GDL (12) (13) - Laudos Outros Expedidos do Ano - IML (15),5137,,,,,,,,,,,,,5137
2016,02,Exames Outros do IML à Margem do GDL (12) (13),Exames Outros do IML à Margem do GDL (12) (13) - Laudos Outros Expedidos do Ano Anterior IML (16),2504,,,,,,,,,,,,,2504
2016,03,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Contra a pessoa",25225,17632,83976,8070,12109,13253,9162,6882,5357,9425,4470,11620,3628,126833
2016,03,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Contra o patrimônio",123174,56621,126520,13983,22909,20722,9902,6688,15180,13297,3319,17071,3449,306315
2016,03,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Contra a Dignidade Sexual",740,646,1980,179,288,262,237,147,146,327,68,221,105,3366
2016,03,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Entorpecentes",2585,1770,9551,811,1084,1713,968,660,1067,1036,566,1213,433,13906
2016,03,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Contravencionais",1271,1310,9048,718,926,1632,1253,833,573,1007,535,1140,431,11629
2016,03,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Outros criminais (não inclui contravenções)",5576,4495,21890,1778,2746,2955,2340,1990,1504,2858,1297,3360,1062,31961
2016,03,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Total de Crimes Violentos ( Hom.Doloso, Roubo,
  Latrocínio, Estupro e EMS)",51194,25527,27706,3840,5970,3204,1144,729,5698,2642,191,3898,390,104427
2016,03,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Total de delitos",158571,82474,252965,25539,40062,40537,23862,17200,23827,27950,10255,34625,9108,494010
2016,03,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Não Criminais",129080,65646,179220,18475,29418,28941,15843,10390,16398,19887,7162,26081,6625,373946
2016,03,Atividades de polícia judiciária,Atividades de polícia judiciária - Total de boletins de ocorrência,162858,138352,426284,45325,69371,69952,40421,28479,31192,47572,17786,60034,16152,727494
2016,03,Atividades de polícia judiciária,"Atividades de polícia judiciária - Total de termos circunstanciados lavrados pela Polícia
  Civil (2)",3602,4422,30867,2627,2701,4663,4813,2920,2754,2390,3206,3973,820,38891
2016,03,Atividades de polícia judiciária,Atividades de polícia judiciária - Total de inquéritos instaurados,27981,17431,58012,6615,7562,9162,5544,4753,4269,6911,3176,7645,2375,103424
2016,03,Ocorrências envolvendo policiais civis (3),"Ocorrências envolvendo policiais civis (3) - Pessoas mortas em confronto com a polícia civil em
  serviço (8)",2,1,0,0,0,0,0,0,0,0,0,0,0,3
2016,03,Ocorrências envolvendo policiais civis (3),Ocorrências envolvendo policiais civis (3) - Pessoas mortas por policiais civis de folga (8),3,0,0,0,0,0,0,0,0,0,0,0,0,3
2016,03,Ocorrências envolvendo policiais civis (3),"Ocorrências envolvendo policiais civis (3) - Pessoas feridas em confronto com a polícia civil em
  serviço",8,1,6,1,2,0,0,0,2,0,0,0,1,15
2016,03,Ocorrências envolvendo policiais civis (3),Ocorrências envolvendo policiais civis (3) - Pessoas feridas por policiais civis de folga,7,4,4,0,0,1,1,0,0,1,0,1,0,15
2016,03,Ocorrências envolvendo policiais civis (3),Ocorrências envolvendo policiais civis (3) - Policiais civis mortos em serviço,2,0,0,0,0,0,0,0,0,0,0,0,0,2
2016,03,Ocorrências envolvendo policiais civis (3),Ocorrências envolvendo policiais civis (3) - Policiais civis feridos em serviço,10,3,16,3,1,3,2,0,1,1,0,1,4,29
2016,03,Atividades policiais,Atividades policiais - Prisões efetuadas (em flagrante+ por mandado),9331,7508,26554,2448,3190,4271,2523,1749,2545,4050,1389,3271,1118,43393
2016,03,Atividades policiais,Atividades policiais - Nº de pessoas presas em flagrante,10297,5827,17989,1797,2508,2985,1630,1105,1798,2355,800,2229,782,34113
2016,03,Atividades policiais,Atividades policiais - Nº de pessoas presas por mandado,3438,2383,11660,907,1069,1808,1127,1003,1077,2096,822,1276,475,17481
2016,03,Atividades policiais,Atividades policiais - Nº de autos de apreensão (art 173 ECA),840,807,2047,318,235,463,222,118,182,193,92,154,70,3694
2016,03,Atividades policiais,Atividades policiais - Nº de infratores apreendidos em flagrante,1067,1165,2884,430,324,580,284,180,281,286,82,337,100,5116
2016,03,Atividades policiais,Atividades policiais - Nº de infratores apreendidos por mandado,47,226,1379,109,118,257,172,137,91,153,91,211,40,1652
2016,03,Atividades policiais,Atividades policiais - Nº de revistas pessoais/ identificação (9),1197731,543792,"2803938,5","344762,5",244792,596396,157029,91935,304081,224954,58681,273144,92649,4545462
2016,03,Atividades policiais,Atividades policiais - Armas de fogo apreendidas,1229,602,2312,257,286,302,220,153,266,309,108,309,102,4143
2016,03,Atividades policiais,Atividades policiais - Nº de Veículos Recuperados,8318,4543,7713,785,1478,1319,537,384,773,664,138,1520,115,20574
