Year,Quarter,Category,Metric,Capital,Gde SP(1),Interior,Deinter 1,Deinter 2,Deinter 3,Deinter 4,Deinter 5,Deinter 6,Deinter 7,Deinter 8,Deinter 9,Deinter 10,Estado
2017,04,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Não Criminais",134494,60947,181770,18068,31423,28058,17118,9366,18772,19065,7218,25803,6879,377211
2017,04,Atividades de polícia judiciária,Atividades de polícia judiciária - Total de boletins de ocorrência,151235,130126,404497,41838,67087,63970,40575,25957,31176,45126,16862,56045,15861,685858
2017,04,Atividades de polícia judiciária,"Atividades de polícia judiciária - Total de termos circunstanciados lavrados pela Polícia
  Civil (2)",2786,3412,25236,2292,2030,3851,3488,2297,2156,2265,2831,2913,1113,31434
2017,04,Atividades de polícia judiciária,Atividades de polícia judiciária - Total de inquéritos instaurados,25183,16452,53778,5830,6518,8480,5212,4245,4252,6404,3082,7146,2609,95413
2017,04,Ocorrências envolvendo policiais civis (3),"Ocorrências envolvendo policiais civis (3) - Pessoas mortas em confronto com a polícia civil em
  serviço (8)",1,1,1,0,0,0,0,0,0,1,0,0,0,3
2017,04,Ocorrências envolvendo policiais civis (3),Ocorrências envolvendo policiais civis (3) - Pessoas mortas por policiais civis de folga (8),1,2,0,0,0,0,0,0,0,0,0,0,0,3
2017,04,Ocorrências envolvendo policiais civis (3),"Ocorrências envolvendo policiais civis (3) - Pessoas feridas em confronto com a polícia civil em
  serviço",9,2,2,0,1,0,0,0,1,0,0,0,0,13
2017,04,Ocorrências envolvendo policiais civis (3),Ocorrências envolvendo policiais civis (3) - Pessoas feridas por policiais civis de folga,5,1,0,0,0,0,0,0,0,0,0,0,0,6
2017,04,Ocorrências envolvendo policiais civis (3),Ocorrências envolvendo policiais civis (3) - Policiais civis mortos em serviço,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2017,04,Ocorrências envolvendo policiais civis (3),Ocorrências envolvendo policiais civis (3) - Policiais civis mortos de folga,1,0,2,0,0,0,0,0,1,1,0,0,0,3
2017,04,Ocorrências envolvendo policiais civis (3),Ocorrências envolvendo policiais civis (3) - Policiais civis feridos em serviço,3,2,9,0,0,0,2,1,1,1,0,4,0,14
2017,04,Ocorrências envolvendo policiais civis (3),Ocorrências envolvendo policiais civis (3) - Policiais civis feridos de folga,4,1,3,1,0,0,1,0,1,0,0,0,0,8
2017,04,Atividades policiais,Atividades policiais - Prisões efetuadas (em flagrante+ por mandado),8647,7805,26788,2320,3113,4164,2656,1686,2505,4252,1347,3558,1187,43240
2017,04,Atividades policiais,Atividades policiais - Nº de pessoas presas em flagrante,9454,5900,17536,1670,2322,2800,1748,1028,1682,2158,758,2479,891,32890
2017,04,Atividades policiais,Atividades policiais - Nº de pessoas presas por mandado,2934,2601,12333,869,1247,1865,1214,795,1127,2635,810,1339,432,17868
2017,04,Atividades policiais,Atividades policiais - Nº de autos de apreensão (art 173 ECA),931,720,1835,251,185,439,235,81,135,117,69,209,114,3486
2017,04,Atividades policiais,Atividades policiais - Nº de infratores apreendidos em flagrante,984,842,2508,313,244,564,302,115,235,181,67,353,134,4334
2017,04,Atividades policiais,Atividades policiais - Nº de infratores apreendidos por mandado,154,162,839,121,68,126,93,77,93,87,48,97,29,1155
2017,04,Atividades policiais,Atividades policiais - Nº de revistas pessoais/ identificação (9),1134792,563510,2491773,253074,220486,528113,128064,99746,299591,209856,52762,254455,83199,4190075
2017,04,Atividades policiais,Atividades policiais - Armas de fogo apreendidas,896,606,2257,225,281,288,238,142,293,277,62,284,167,3759
2017,04,Atividades policiais,Atividades policiais - Nº de Veículos Recuperados,6630,4292,7100,743,1445,1102,468,339,764,638,130,1350,121,18022
2017,04,Ocorrências envolvendo policiais militares (4),"Ocorrências envolvendo policiais militares (4) - Pessoas mortas em confronto com a polícia militar em
  serviço (8)",91,34,64,4,10,7,2,3,16,10,1,11,0,189
2017,04,Ocorrências envolvendo policiais militares (4),Ocorrências envolvendo policiais militares (4) - Pessoas mortas por policiais militares de folga (8A),32,18,7,0,2,0,1,0,2,0,0,2,0,57
2017,04,Ocorrências envolvendo policiais militares (4),"Ocorrências envolvendo policiais militares (4) - Pessoas feridas em confronto com a polícia militar em
  serviço",55,21,43,2,3,5,0,10,8,3,1,11,0,119
2017,04,Ocorrências envolvendo policiais militares (4),Ocorrências envolvendo policiais militares (4) - Pessoas feridas por policiais militares de folga,39,5,5,0,0,0,0,1,1,0,0,3,0,49
2017,04,Ocorrências envolvendo policiais militares (4),Ocorrências envolvendo policiais militares (4) - Policiais militares mortos em serviço,2,0,1,0,0,0,1,0,0,0,0,0,0,3
2017,04,Ocorrências envolvendo policiais militares (4),Ocorrências envolvendo policiais militares (4) - Policiais militares mortos de folga,8,1,2,0,0,1,0,0,1,0,0,0,0,11
2017,04,Ocorrências envolvendo policiais militares (4),Ocorrências envolvendo policiais militares (4) - Policiais militares feridos em serviço,17,7,16,2,2,2,0,3,3,2,0,2,0,40
2017,04,Ocorrências envolvendo policiais militares (4),Ocorrências envolvendo policiais militares (4) - Policiais militares feridos de folga,23,1,7,0,0,2,1,1,2,1,0,0,0,31
2017,04,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Homicídio doloso",202,192,461,87,71,59,31,23,45,57,14,54,20,855
2017,04,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Nº de Vítimas em Homicídio Doloso",220,201,487,91,80,61,33,23,47,61,14,55,22,908
2017,04,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Homicídio Doloso por acidente de trânsito (10)",5,1,7,0,0,2,1,0,2,1,0,1,0,13
2017,04,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Nº de Vítimas em Homicídio Doloso por acidente de
  trânsito (11)",7,1,9,0,0,2,1,0,4,1,0,1,0,17
2017,04,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Homicídio culposo por Acidente de Trânsito",84,128,621,71,95,90,53,58,63,85,22,69,15,833
2017,04,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Homicídio Culposo (7)",91,138,640,75,99,91,55,59,64,89,22,71,15,869
2017,04,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Tentativa de homicídio",192,228,595,102,52,89,44,42,79,68,14,72,33,1015
2017,04,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Lesão corporal dolosa",7965,5326,22192,2192,3041,3369,2436,1644,1735,2602,1223,3152,798,35483
2017,04,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Lesão corporal culposa por Acidente de Trânsito",3433,2820,14871,1003,2212,1796,1886,1421,815,1464,765,2589,920,21124
2017,04,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Lesão corporal culposa outras",248,87,380,19,65,55,20,55,64,30,26,30,16,715
2017,04,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Lesão Corporal Seguida de Morte",2,4,15,5,4,0,2,1,1,0,1,1,0,21
2017,04,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Latrocínio",25,14,29,4,4,5,2,3,3,4,0,2,2,68
2017,04,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Nº de Vítimas de Latrocínio",25,14,30,4,4,6,2,3,3,4,0,2,2,69
2017,04,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Estupro TOTAL (17)",750,641,1650,161,206,258,187,131,159,272,56,149,71,3041
2017,04,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Estupro",295,193,465,48,65,68,42,27,64,73,11,49,18,953
2017,04,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Estupro de Vulnerável",455,448,1185,113,141,190,145,104,95,199,45,100,53,2088
2017,04,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Extorsão mediante seqüestro (5)",0,0,1,0,0,1,0,0,0,0,0,0,0,1
2017,04,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Tráfico de entorpecentes",2321,1711,8385,815,916,1668,776,521,510,900,394,1371,514,12417
2017,04,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Roubo - outros TOTAL(6)",35491,16513,16552,1922,3539,1963,646,389,4108,1528,75,2180,202,68556
2017,04,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Roubo - Outros",34129,15903,15956,1867,3385,1892,632,382,3934,1492,75,2095,202,65988
2017,04,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Roubo de veículos",8005,5345,3639,444,1196,374,45,47,593,301,7,623,9,16989
2017,04,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Roubo a Banco",10,4,10,2,1,0,0,1,1,2,0,3,0,24
2017,04,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Roubo de Carga",1352,606,586,53,153,71,14,6,173,34,0,82,0,2544
2017,04,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Furto - outros",48149,16600,61174,5999,9527,10625,5899,4303,6734,6793,1855,7469,1970,125923
2017,04,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Furto de veículos",10337,5701,9640,1217,2024,1295,534,520,900,1057,123,1845,125,25678
2017,04,Exames de Natureza Necroscópica (12),Exames de Natureza Necroscópica (12) - Exames Necroscópicos Realizados - IML,2781,1688,4351,,,,,,,,,,,8820
2017,04,Exames de Natureza Necroscópica (12),Exames de Natureza Necroscópica (12) - Laudos Necroscópicos Expedidos do Ano - IML,1714,1261,3662,,,,,,,,,,,6637
2017,04,Exames de Natureza Necroscópica (12),Exames de Natureza Necroscópica (12) - Laudos Necroscópicos Expedidos do Ano Anterior IML,409,80,120,,,,,,,,,,,609
2017,04,Clínicos e Laboratoriais (12),Clínicos e Laboratoriais (12) - Exames Clínicos Laboratoriais Realizados - IML (14),29972,19759,59234,,,,,,,,,,,108965
2017,04,Clínicos e Laboratoriais (12),Clínicos e Laboratoriais (12) - Laudos Clínicos Laboratoriais Expedidos do Ano - IML (15),29422,19342,56883,,,,,,,,,,,105647
2017,04,Clínicos e Laboratoriais (12),"Clínicos e Laboratoriais (12) - Laudos Clínicos Laboratoriais Expedidos do Ano Anterior -
  IML (16)",99,45,344,,,,,,,,,,,488
2017,04,Criminalísticos (12),Criminalísticos (12) - Exames Periciais Realizados - IC,38559,18600,74571,,,,,,,,,,,131730
2017,04,Criminalísticos (12),Criminalísticos (12) - Laudos Periciais Expedidos do Ano - IC,31770,13950,60712,,,,,,,,,,,106432
2017,04,Criminalísticos (12),Criminalísticos (12) - Laudos Periciais Expedidos do Ano Anterior- IC,1132,855,2015,,,,,,,,,,,4002
2017,04,Exames Outros do IML à Margem do GDL (12) (13),Exames Outros do IML à Margem do GDL (12) (13) - Exames Outros Realizados - IML (14),7290,,,,,,,,,,,,,7290
2017,04,Exames Outros do IML à Margem do GDL (12) (13),Exames Outros do IML à Margem do GDL (12) (13) - Laudos Outros Expedidos do Ano - IML (15),6474,,,,,,,,,,,,,6474
2017,04,Exames Outros do IML à Margem do GDL (12) (13),Exames Outros do IML à Margem do GDL (12) (13) - Laudos Outros Expedidos do Ano Anterior IML (16),33,,,,,,,,,,,,,33
2018,01,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Contra a pessoa",22673,17930,77693,7541,10956,11349,7647,6046,6026,9243,4918,10661,3306,118296
2018,01,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Contra o patrimônio",120348,54110,112270,11415,19959,17541,7853,6224,14961,12148,3854,14902,3413,286728
2018,01,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Contra a Dignidade Sexual",885,662,2298,238,360,295,202,179,230,378,100,232,84,3845
2018,01,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Entorpecentes",2524,1975,10973,848,1227,2009,891,698,1327,1188,696,1512,577,15472
2018,01,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Contravencionais",1293,1002,7725,593,809,1386,956,516,603,966,556,1066,274,10020
2018,01,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Outros criminais (não inclui contravenções)",4758,3421,16874,1516,2231,2186,1661,1396,1491,2220,1068,2366,739,25053
2018,01,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Total de Crimes Violentos ( Hom.Doloso, Roubo,
  Latrocínio, Estupro e EMS)",42345,21776,21503,2753,4583,2428,711,625,4829,2112,274,2856,332,85624
2018,01,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Total de delitos",152481,79100,227833,22151,35542,34766,19210,15059,24638,26143,11192,30739,8393,459414
2018,01,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Não Criminais",128569,60435,191379,19303,33605,28572,16209,10655,21081,19443,8680,26564,7267,380383
2018,01,Atividades de polícia judiciária,Atividades de polícia judiciária - Total de boletins de ocorrência,144851,128224,408726,42658,69188,64148,35960,26556,32467,45570,20065,56073,16041,681801
2018,01,Atividades de polícia judiciária,"Atividades de polícia judiciária - Total de termos circunstanciados lavrados pela Polícia
  Civil (2)",2745,3431,25778,2439,1958,3563,3241,2437,2719,2122,3169,2982,1148,31954
2018,01,Atividades de polícia judiciária,Atividades de polícia judiciária - Total de inquéritos instaurados,23674,15907,54149,5863,6896,8412,4639,4513,4638,6335,3464,6853,2536,93730
2018,01,Ocorrências envolvendo policiais civis (3),"Ocorrências envolvendo policiais civis (3) - Pessoas mortas em confronto com a polícia civil em
  serviço (8)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,01,Ocorrências envolvendo policiais civis (3),Ocorrências envolvendo policiais civis (3) - Pessoas mortas por policiais civis de folga (8),2,1,1,0,0,0,0,0,1,0,0,0,0,4
2018,01,Ocorrências envolvendo policiais civis (3),"Ocorrências envolvendo policiais civis (3) - Pessoas feridas em confronto com a polícia civil em
  serviço",12,2,5,2,0,1,0,0,1,1,0,0,0,19
2018,01,Ocorrências envolvendo policiais civis (3),Ocorrências envolvendo policiais civis (3) - Pessoas feridas por policiais civis de folga,4,1,4,2,0,1,0,0,1,0,0,0,0,9
2018,01,Ocorrências envolvendo policiais civis (3),Ocorrências envolvendo policiais civis (3) - Policiais civis mortos em serviço,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,01,Ocorrências envolvendo policiais civis (3),Ocorrências envolvendo policiais civis (3) - Policiais civis mortos de folga,0,0,3,0,0,0,0,1,2,0,0,0,0,3
2018,01,Ocorrências envolvendo policiais civis (3),Ocorrências envolvendo policiais civis (3) - Policiais civis feridos em serviço,7,3,14,0,2,0,1,0,4,2,0,2,3,24
2018,01,Ocorrências envolvendo policiais civis (3),Ocorrências envolvendo policiais civis (3) - Policiais civis feridos de folga,3,0,2,0,0,0,0,0,2,0,0,0,0,5
2018,01,Atividades policiais,Atividades policiais - Prisões efetuadas (em flagrante+ por mandado),8552,7619,27390,2290,3125,4304,2267,1987,2898,4206,1682,3408,1223,43561
2018,01,Atividades policiais,Atividades policiais - Nº de pessoas presas em flagrante,9265,5570,18053,1730,2249,2891,1435,1139,1909,2366,982,2420,932,32888
2018,01,Atividades policiais,Atividades policiais - Nº de pessoas presas por mandado,3177,2679,12766,846,1228,1846,1101,1056,1317,2695,958,1304,415,18622
2018,01,Atividades policiais,Atividades policiais - Nº de autos de apreensão (art 173 ECA),780,549,1937,219,194,407,173,119,179,180,117,244,105,3266
2018,01,Atividades policiais,Atividades policiais - Nº de infratores apreendidos em flagrante,737,689,2530,284,257,520,211,149,302,237,140,307,123,3956
2018,01,Atividades policiais,Atividades policiais - Nº de infratores apreendidos por mandado,192,158,768,57,67,192,57,76,69,75,68,93,14,1118
2018,01,Atividades policiais,Atividades policiais - Nº de revistas pessoais/ identificação (9),1102766,545707,2366659,220934,220096,477974,118065,98031,345328,203480,57819,242899,77760,4015132
2018,01,Atividades policiais,Atividades policiais - Armas de fogo apreendidas,824,498,2215,273,271,299,171,161,315,272,132,221,100,3537
2018,01,Atividades policiais,Atividades policiais - Nº de Veículos Recuperados,6097,3628,6584,664,1456,957,396,285,731,607,143,1215,130,16309
