"Date","Region","Atividades de polícia judiciária - Total de boletins de ocorrência","Atividades de polícia judiciária - Total de inquéritos instaurados","Atividades de polícia judiciária - Total de termos circunstanciados lavrados pela Polícia
  Civil (2)","Atividades policiais - Armas de fogo apreendidas","Atividades policiais - Nº de Veículos Recuperados","Atividades policiais - Nº de autos de apreensão (art 173 ECA)","Atividades policiais - Nº de infratores apreendidos em flagrante","Atividades policiais - Nº de infratores apreendidos por mandado","Atividades policiais - Nº de pessoas presas em flagrante","Atividades policiais - Nº de pessoas presas por mandado","Atividades policiais - Nº de revistas pessoais/ identificação (9)","Atividades policiais - Prisões efetuadas (em flagrante+ por mandado)","Ocorrências envolvendo policiais civis (3) - Pessoas feridas por policiais civis de folga","Ocorrências envolvendo policiais civis (3) - Pessoas mortas por policiais civis de folga (8)","Ocorrências envolvendo policiais civis (3) - Policiais civis feridos em serviço","Ocorrências envolvendo policiais civis (3) - Policiais civis mortos em serviço","Ocorrências envolvendo policiais militares (4) - Pessoas feridas em confronto com a polícia militar em
  serviço","Ocorrências envolvendo policiais militares (4) - Pessoas feridas por policiais militares de folga","Ocorrências envolvendo policiais militares (4) - Pessoas mortas em confronto com a polícia militar em
  serviço (8)","Ocorrências envolvendo policiais militares (4) - Pessoas mortas por policiais militares de folga (8A)","Ocorrências envolvendo policiais militares (4) - Policiais militares feridos em serviço","Ocorrências envolvendo policiais militares (4) - Policiais militares mortos em serviço","Ocorrências policiais registradas, por natureza - Contra a Dignidade Sexual","Ocorrências policiais registradas, por natureza - Contra a pessoa","Ocorrências policiais registradas, por natureza - Contra o patrimônio","Ocorrências policiais registradas, por natureza - Contravencionais","Ocorrências policiais registradas, por natureza - Entorpecentes","Ocorrências policiais registradas, por natureza - Não Criminais","Ocorrências policiais registradas, por natureza - Outros criminais (não inclui contravenções)","Ocorrências policiais registradas, por natureza - Total de delitos","Ocorrências policiais registradas, por tipo - Extorsão mediante seqüestro (5)","Ocorrências policiais registradas, por tipo - Furto - outros","Ocorrências policiais registradas, por tipo - Furto de veículos","Ocorrências policiais registradas, por tipo - Homicídio Culposo (7)","Ocorrências policiais registradas, por tipo - Homicídio Doloso por acidente de trânsito (10)","Ocorrências policiais registradas, por tipo - Homicídio culposo por Acidente de Trânsito","Ocorrências policiais registradas, por tipo - Homicídio doloso","Ocorrências policiais registradas, por tipo - Latrocínio","Ocorrências policiais registradas, por tipo - Lesão corporal culposa outras","Ocorrências policiais registradas, por tipo - Lesão corporal culposa por Acidente de Trânsito","Ocorrências policiais registradas, por tipo - Lesão corporal dolosa","Ocorrências policiais registradas, por tipo - Nº de Vítimas de Latrocínio","Ocorrências policiais registradas, por tipo - Nº de Vítimas em Homicídio Doloso","Ocorrências policiais registradas, por tipo - Roubo a Banco","Ocorrências policiais registradas, por tipo - Roubo de Carga","Ocorrências policiais registradas, por tipo - Roubo de veículos","Ocorrências policiais registradas, por tipo - Tentativa de homicídio","Ocorrências policiais registradas, por tipo - Tráfico de entorpecentes"
2020-10-01,"Deinter 8",19326,2962,2573,84,84,63,66,22,649,689,49489,1191,0,0,2,0,0,0,1,0,1,0,122,5056,3609,516,375,8597,1206,10884,0,1596,84,20,0,20,13,0,18,774,1284,0,14,0,4,4,18,308
2020-10-01,"Deinter 9",49019,5978,2015,170,635,136,158,61,2017,911,211424,2488,0,0,0,0,0,0,3,1,0,0,289,9333,13905,1052,1064,24753,2372,28015,0,5474,1066,74,0,66,50,1,28,1770,2417,1,51,0,40,394,41,1041
2020-10-01,"Gde SP(1)",128892,14312,2286,426,2205,329,458,62,3938,1581,447617,5145,3,1,5,0,13,7,14,5,2,0,866,18390,50045,1107,1298,72328,4029,75735,5,14398,4126,121,3,116,160,7,146,2273,5431,7,173,1,448,2841,167,1312
2020-10-01,"Interior",399785,47930,17964,1703,3798,1041,1371,386,14752,8835,1727111,20932,0,1,10,1,26,4,26,2,2,0,2766,71295,109273,7653,7455,179989,18915,217357,9,47828,5971,629,1,614,439,23,326,10305,18419,23,459,3,342,2178,536,6494
2021-01-01,"Capital",110494,22571,1855,631,3506,548,598,25,7226,2209,846132,6829,6,4,7,0,27,15,76,23,10,0,966,25576,109934,1473,1867,119487,5782,145598,13,38890,7827,105,1,95,148,16,233,2493,7230,16,157,1,773,3343,159,1752
2021-01-01,"Deinter 1",44095,5145,1668,246,341,125,149,47,1504,662,121287,1880,0,0,0,0,2,0,9,0,2,0,271,7710,11337,562,702,21204,1706,22288,1,4774,546,51,0,46,86,5,22,700,1835,5,87,1,32,217,92,674
2021-01-01,"Deinter 10",14215,2298,840,63,115,55,55,10,615,288,37120,839,0,0,0,0,0,0,0,0,0,0,77,2863,3651,260,302,6097,708,7861,0,1872,103,21,0,21,21,0,6,561,600,0,21,0,2,7,33,253
2021-01-01,"Deinter 2",66998,7225,1496,243,741,93,141,26,2370,896,146815,2919,0,0,0,0,6,1,7,1,1,0,400,9648,19727,964,1093,31387,2413,34245,1,7454,1384,62,0,61,60,1,28,1121,2400,1,62,0,131,734,52,945
2021-01-01,"Deinter 3",57258,8058,2554,273,640,180,257,110,2562,1426,336727,3689,0,0,3,0,3,1,10,0,1,0,367,9734,15917,1241,1495,25760,2506,31260,0,7803,1024,82,0,76,54,6,53,1021,2723,6,57,1,46,258,73,1202
2021-01-01,"Deinter 4",32533,4304,2096,146,241,93,109,21,1326,1243,66142,2153,0,0,0,0,3,0,4,0,1,0,250,6729,8149,723,661,13931,1484,17996,0,3779,265,55,0,55,35,2,34,1093,1697,2,38,0,15,33,43,544
2021-01-01,"Deinter 5",25594,4241,2233,106,255,43,60,46,1037,959,65580,1826,0,0,1,0,0,0,2,1,0,0,199,5826,5998,513,575,10125,1548,14659,1,3170,357,41,0,41,21,1,35,1398,1439,1,22,1,6,20,32,539
2021-01-01,"Deinter 6",43907,4618,1515,240,486,110,193,20,1627,954,219697,2345,0,0,0,0,4,0,14,1,1,0,266,5657,14991,492,827,18600,2265,24498,2,7469,626,60,0,57,48,1,60,647,1571,1,48,0,57,228,55,568
2021-01-01,"Deinter 7",41943,6077,1788,207,333,119,170,33,1991,1639,120200,3293,1,0,0,0,0,1,2,1,6,0,472,8172,12159,879,872,17528,2478,25032,1,5125,549,82,0,81,47,1,27,783,2133,1,49,0,24,142,57,832
2021-01-01,"Deinter 8",17688,3244,2437,66,89,48,57,20,682,726,45512,1280,0,0,0,0,0,0,0,0,0,0,146,4314,3679,443,494,8192,1094,10170,0,1803,79,16,0,16,15,0,22,653,1051,0,16,0,8,19,17,404
2021-01-01,"Deinter 9",49199,6733,2022,218,575,166,173,69,2296,1003,207363,2882,0,0,5,0,2,0,7,0,1,0,292,9310,14668,1016,1161,24360,2361,28808,1,5939,1069,65,0,65,60,2,24,1605,2271,2,62,1,51,375,74,1227
2021-01-01,"Gde SP(1)",127110,14610,2379,474,2213,389,457,71,4472,1681,475687,5769,1,0,6,0,10,6,31,6,3,0,856,18425,50234,1164,1455,68436,4371,76505,14,15212,4453,106,0,92,151,9,106,1882,5519,9,162,1,523,2443,137,1497
2021-01-01,"Interior",393430,51943,18649,1808,3816,1032,1364,402,16010,9796,1601581,23106,1,0,9,0,20,3,55,4,13,0,2740,69963,110276,7093,8182,177184,18563,216817,7,49188,6002,535,0,519,447,19,311,9582,17720,19,462,4,372,2033,528,7188
2021-04-01,"Capital",102960,22438,1813,741,3334,612,619,19,7170,2108,779289,7069,0,1,1,0,19,19,55,17,15,0,831,22515,114894,1880,2164,119177,6403,148687,24,41796,8410,88,1,78,152,16,176,2301,6451,18,161,2,690,2932,164,1942
2021-04-01,"Deinter 1",42903,4721,1406,213,322,127,163,45,1394,671,113708,1800,0,0,1,0,6,0,7,0,0,0,246,6657,11784,545,691,20497,1623,21546,1,4908,500,68,0,66,70,1,56,651,1415,1,72,0,39,206,74,689
2021-04-01,"Deinter 10",13869,2417,830,75,69,59,66,6,719,314,32374,942,0,0,1,0,1,0,0,0,0,0,99,2681,3637,327,403,5809,771,7918,0,1855,72,15,0,15,17,1,13,545,572,1,17,0,2,8,23,344
2021-04-01,"Deinter 2",68350,7309,1388,237,709,157,191,33,2324,993,149069,2924,0,0,1,0,1,0,1,0,2,0,344,8922,21627,784,1057,32566,2558,35292,0,7831,1287,101,0,100,56,1,20,1272,2026,1,61,0,108,738,59,927
2021-04-01,"Deinter 3",57323,8026,2755,320,600,184,255,95,2418,1501,324201,3622,0,0,3,0,3,0,4,1,1,0,327,9162,17051,1118,1624,25534,2587,31869,0,7969,999,106,0,104,67,3,40,1004,2301,3,69,1,38,239,71,1179
2021-04-01,"Deinter 4",33172,4334,2044,129,187,96,125,24,1398,1457,66787,2347,0,0,4,0,1,0,2,0,1,0,219,6331,8364,667,666,14931,1636,17883,0,4038,247,44,0,42,23,0,31,1095,1412,0,23,0,10,22,46,568
2021-04-01,"Deinter 5",25294,4172,2124,107,237,62,80,43,979,1042,60709,1882,0,0,0,0,2,0,0,1,0,0,204,5620,6340,566,593,10412,1923,15246,0,3077,280,44,0,43,23,1,43,1403,1232,1,23,0,5,16,34,529
2021-04-01,"Deinter 6",39554,4693,1381,237,344,125,180,43,1504,944,180579,2269,0,0,3,0,2,0,17,0,3,0,175,4616,14242,403,753,16396,2238,22427,1,6554,594,50,0,50,31,1,38,494,1161,1,31,1,64,198,50,543
2021-04-01,"Deinter 7",42184,6019,1624,178,315,91,127,51,1872,1719,120582,3123,0,0,2,0,0,0,2,1,1,0,399,7259,12584,710,872,18788,2601,24425,3,5306,593,92,0,90,41,4,22,724,1667,4,42,0,34,140,45,818
2021-04-01,"Deinter 8",17904,3336,2431,66,107,66,74,18,784,779,46392,1366,0,0,3,0,0,0,1,0,0,0,124,3970,3797,343,548,8275,1208,9990,0,1791,76,32,0,32,15,0,14,705,975,0,15,0,4,8,27,459
2021-04-01,"Deinter 9",47305,6298,2000,234,644,175,179,99,2391,1036,210693,2970,0,0,0,0,7,0,6,3,2,0,250,8471,14537,842,1423,23777,2433,27956,2,5739,1004,79,1,76,56,1,14,1635,1984,1,58,0,35,312,59,1391
2021-04-01,"Gde SP(1)",127888,15085,2651,442,2353,416,459,85,4598,1711,486895,5938,2,1,1,0,12,3,21,2,8,0,719,17583,53104,1067,1651,70753,4423,78547,14,15858,4718,151,0,137,124,13,143,2190,4869,13,129,0,472,2390,139,1677
2021-04-01,"Interior",387858,51325,17983,1796,3534,1142,1440,457,15783,10456,1402101,23245,0,0,18,0,23,0,40,6,10,0,2387,63689,113963,6305,8630,176985,19578,214552,7,49068,5652,631,1,618,399,13,291,9528,14745,13,411,2,339,1887,488,7447
2021-07-01,"Capital",111807,22352,1724,526,3300,548,604,7,7386,2283,735209,7526,6,1,7,0,14,20,31,20,14,0,844,23763,128245,1617,1677,133553,7963,164109,29,51084,9112,114,1,108,135,12,236,2600,6978,12,142,1,665,3366,123,1438
2021-07-01,"Deinter 1",46944,5207,1223,226,285,97,133,55,1367,705,110512,1834,0,0,0,0,0,1,5,0,4,0,288,6951,11512,445,564,24529,1740,21500,0,4975,483,49,0,45,86,4,16,636,1553,4,93,0,24,208,75,530
2021-07-01,"Deinter 10",14830,2349,1057,81,63,46,48,8,640,425,29522,991,0,0,1,0,0,0,1,0,0,0,105,3026,3663,337,295,6262,944,8370,0,1807,79,18,0,18,19,2,9,671,663,3,22,1,2,10,39,238
2021-07-01,"Deinter 2",75386,7546,1475,303,754,122,144,33,2304,945,146705,2908,0,0,2,0,1,1,6,0,0,0,381,9549,24546,803,967,36439,2922,39168,4,9211,1504,100,1,98,45,2,23,1347,2318,2,50,1,103,774,68,849
2021-07-01,"Deinter 3",64615,8177,2781,263,557,174,230,89,2307,1667,312101,3649,0,0,3,0,3,2,1,1,1,0,364,10479,18462,1414,1424,29930,2963,35106,0,9017,1063,115,0,113,61,5,71,1148,2681,5,62,0,54,220,73,1003
2021-07-01,"Deinter 4",36401,4590,2138,115,244,92,105,18,1299,1499,65955,2459,0,0,5,0,2,0,1,1,3,0,254,7151,9483,790,602,15939,1970,20250,0,4485,264,55,0,53,24,3,29,1281,1632,3,25,0,9,23,43,458
2021-07-01,"Deinter 5",29660,4504,2080,92,231,54,65,49,1056,1184,62067,2098,0,0,0,0,0,0,0,0,1,0,232,6110,7443,614,559,12687,2092,17050,0,3377,341,51,0,48,22,1,41,1396,1457,1,22,0,4,30,46,510
2021-07-01,"Deinter 6",44933,4451,1371,180,393,115,201,62,1516,959,182649,2288,2,0,2,0,4,2,7,1,0,0,244,5250,16509,486,746,18640,2295,25530,3,7467,760,58,0,57,39,6,33,722,1315,7,42,0,71,227,56,514
2021-07-01,"Deinter 7",46893,6098,1377,195,306,111,136,43,1890,1715,119043,3217,0,0,2,0,0,0,2,0,0,0,487,8075,14520,808,817,20492,2929,27636,7,5899,666,101,0,98,33,3,12,830,2018,3,35,0,30,143,59,710
2021-07-01,"Deinter 8",19619,3524,2374,93,65,38,48,7,782,850,47079,1442,0,0,0,0,0,1,0,0,0,0,146,4586,4403,475,456,9241,1351,11417,0,1984,99,24,0,24,14,0,25,775,1193,0,15,0,6,4,20,364
2021-07-01,"Deinter 9",51683,6324,1924,195,584,121,126,80,2249,1113,206826,2949,0,0,1,0,0,2,1,2,0,0,279,9125,15402,899,1194,26089,3011,29910,0,6146,1049,71,0,70,53,3,29,1733,2180,3,56,0,41,344,68,1206
2021-07-01,"Gde SP(1)",142008,15594,2201,427,2471,344,439,69,4596,1670,438865,5908,2,0,5,1,15,7,18,9,6,1,761,18134,59390,1035,1564,80375,4520,85404,9,17992,5469,163,1,152,118,4,152,2188,5119,5,128,0,421,2798,160,1496
2021-07-01,"Interior",430964,52770,17800,1743,3482,970,1236,444,15410,11062,1455890,23835,2,0,16,0,10,9,24,5,9,0,2780,70302,125943,7071,7624,200248,22217,235937,14,54368,6308,642,1,624,396,29,288,10539,17010,31,422,2,344,1983,547,6382
2021-10-01,"Capital",110086,21557,1310,1173,3417,482,500,7,6537,2024,654242,6466,3,2,7,0,21,15,28,21,11,0,932,24306,137018,1664,1325,135759,7848,173093,48,56015,8982,110,1,106,126,9,268,2447,7106,10,140,3,936,4015,150,1105
2021-10-01,"Deinter 1",47942,5044,1061,201,285,105,127,40,1259,552,97762,1611,1,0,2,1,4,1,4,0,1,0,278,6871,13194,517,454,24620,1470,22784,2,5808,666,69,0,69,81,3,32,601,1644,3,83,0,39,258,77,463
2021-10-01,"Deinter 10",14851,2265,771,70,97,53,57,9,570,384,26874,888,0,0,0,0,0,0,0,0,1,0,96,2986,3993,331,289,6245,700,8395,0,1917,130,15,0,14,26,1,5,620,692,1,26,0,3,11,29,254
2021-10-01,"Deinter 2",77613,6838,1312,189,787,119,155,23,2192,803,129582,2726,0,0,0,0,2,1,3,0,1,0,451,9966,26401,880,933,36849,2681,41312,13,10326,1529,99,0,95,47,1,24,1317,2671,1,52,1,125,963,58,781
2021-10-01,"Deinter 3",67939,8057,2493,269,643,169,249,74,2303,1362,275911,3426,0,0,1,0,2,0,5,1,2,0,365,10546,20752,1441,1317,31333,2735,37156,2,10080,1427,94,0,88,64,5,67,1131,2844,5,64,0,50,282,89,900
2021-10-01,"Deinter 4",37023,4161,1687,196,278,65,72,32,1127,1210,61489,2051,0,0,4,0,4,0,0,1,4,0,253,7086,10214,733,429,16318,1493,20208,1,4975,356,58,1,57,25,2,26,1243,1729,2,25,0,7,36,51,320
2021-10-01,"Deinter 5",30525,4289,1967,103,238,35,43,47,989,958,63203,1833,0,0,3,0,2,0,1,0,0,0,215,6109,8006,590,492,13370,1825,17237,0,4064,380,43,0,41,20,0,48,1450,1457,0,20,0,9,40,57,419
2021-10-01,"Deinter 6",46599,4105,996,147,452,112,142,23,1455,755,150030,1982,0,0,2,0,4,1,4,0,2,1,309,6093,17458,432,619,19595,2125,27036,1,7726,764,72,0,69,31,2,41,930,1350,2,31,0,91,222,59,388
2021-10-01,"Deinter 7",48857,6303,1457,185,353,101,134,30,1926,1441,115474,3062,0,0,0,0,2,0,5,1,1,0,476,8710,16072,814,766,20693,2664,29502,2,6881,687,107,2,106,35,2,21,866,2147,2,36,0,30,166,65,650
2021-10-01,"Deinter 8",20223,3833,2087,59,107,32,40,22,795,791,43304,1402,0,0,1,2,0,0,0,0,0,0,168,4724,4698,465,379,9224,1028,11462,0,2109,104,21,0,20,16,3,23,750,1314,3,16,0,2,9,26,279
2021-10-01,"Deinter 9",55221,6564,1741,203,655,126,127,58,2232,942,184637,2722,0,0,3,0,3,2,5,0,0,2,275,9559,17336,850,1072,28324,2569,31661,0,7072,1312,103,0,101,60,0,43,1867,2377,0,64,0,59,454,56,994
2021-10-01,"Gde SP(1)",143064,14919,2134,404,2688,326,371,62,4327,1607,398340,5470,1,1,7,0,16,8,24,5,2,0,796,18040,61488,1010,1272,79464,4549,87155,18,19771,5382,133,0,127,107,7,171,2031,5219,8,110,1,579,3410,138,1247
2021-10-01,"Interior",446793,51459,15572,1622,3895,917,1146,358,14848,9198,1348881,21703,1,0,16,3,23,5,27,3,12,3,2886,72650,138124,7053,6750,206571,19290,246753,21,60958,7355,681,3,660,405,19,330,10775,18225,19,417,1,415,2441,567,5448
2022-01-01,"Capital",112289,21590,1128,524,3469,485,537,8,6325,1961,574033,6380,2,2,3,0,24,27,24,16,5,1,932,25883,139780,1545,1192,130002,7939,177271,34,52941,9633,98,0,90,135,17,166,2335,7856,17,142,1,760,3633,155,1042
2022-01-01,"Deinter 1",52166,5272,1070,206,302,90,119,44,1290,645,98317,1753,0,0,2,0,1,1,4,0,2,0,267,7404,13391,525,514,27876,1665,23766,2,5676,648,50,2,49,93,3,29,598,2144,3,95,1,28,232,103,511
2022-01-01,"Deinter 10",15233,2712,923,61,86,67,72,3,662,431,28504,1010,1,0,1,1,1,0,0,0,0,0,112,3005,4183,305,338,6406,699,8642,1,1741,102,22,0,21,24,0,19,566,754,0,24,0,0,5,28,311
2022-01-01,"Deinter 2",79220,7157,1267,237,876,116,151,25,2200,957,134300,2793,0,0,1,0,1,4,3,1,0,0,422,10168,26053,824,932,38769,2673,41072,5,9014,1520,65,0,65,65,1,41,1196,2797,1,67,0,105,927,59,836
2022-01-01,"Deinter 3",68411,7985,2564,229,720,167,233,87,2330,1665,283551,3723,0,1,1,0,1,0,3,0,0,0,365,10144,21472,1331,1242,31695,2677,37231,1,9753,1189,83,0,83,56,3,51,1005,2815,3,63,0,41,308,73,931
2022-01-01,"Deinter 4",37482,4763,1876,150,278,72,82,21,1236,1312,58393,2183,0,0,3,0,0,0,4,0,1,0,285,7188,10590,708,495,16279,1487,20753,0,4616,290,46,1,43,26,2,30,1119,1789,2,26,0,5,34,45,391
2022-01-01,"Deinter 5",31328,4642,1938,131,320,49,60,31,1066,1203,63875,2114,0,0,0,0,0,1,4,0,2,0,247,6243,8507,583,516,13349,2009,18105,0,3923,400,53,0,50,30,2,36,1317,1581,2,30,0,7,53,64,472
2022-01-01,"Deinter 6",51400,4832,1430,232,447,123,159,31,1693,878,185569,2354,0,0,3,0,8,3,10,3,3,0,258,6225,19454,408,728,22101,2343,29416,1,8141,702,53,0,53,44,3,74,582,1855,3,46,0,53,244,67,532
2022-01-01,"Deinter 7",51310,6140,1313,173,388,101,135,31,2066,1421,109143,3151,0,0,1,0,0,1,7,0,0,0,436,9025,16881,844,832,21796,2774,30792,3,6570,682,80,0,76,36,3,33,773,2337,3,38,0,36,195,65,744
2022-01-01,"Deinter 8",20334,3988,2147,95,113,37,45,18,929,922,43804,1608,0,0,1,0,1,0,3,0,0,0,162,4434,4974,397,508,9278,993,11468,0,1996,124,22,0,22,11,0,14,620,1173,0,11,0,1,11,30,387
2022-01-01,"Deinter 9",57282,6454,2052,169,666,140,165,81,2238,1210,182421,3057,0,0,5,0,4,2,2,1,0,0,288,9797,18464,976,1155,31080,3891,34571,1,6792,1338,67,0,66,56,2,32,1472,2667,2,58,0,40,517,67,1097
2022-01-01,"Gde SP(1)",148632,15092,1854,401,2647,303,353,48,4255,1767,424945,5575,0,1,4,0,9,5,10,1,0,0,839,19453,64811,1079,1211,79681,5118,92511,17,19111,5740,133,0,128,134,7,103,1966,6571,7,142,1,577,3062,141,1224
2022-01-01,"Interior",464166,53945,16580,1683,4196,962,1221,372,15710,10644,1404404,23746,1,1,18,1,17,12,40,5,8,0,2842,73633,143969,6901,7260,218629,21211,255816,14,58222,6995,541,3,528,441,19,359,9248,19912,19,458,1,316,2526,601,6212
2022-04-01,"Capital",116610,21823,1242,524,3630,640,723,17,6497,2193,563202,6982,3,2,6,0,24,24,17,29,9,1,921,25918,152220,1544,1338,127839,7186,189127,54,61770,10007,112,1,107,112,13,191,2651,7336,13,118,3,792,3783,144,1083
2022-04-01,"Deinter 1",51316,5349,1078,259,280,95,128,53,1318,732,106753,1838,0,0,3,0,2,0,0,0,0,1,257,7092,14817,546,526,25757,1472,24710,0,5717,673,53,1,51,104,3,29,678,1938,3,113,0,18,230,92,603
2022-04-01,"Deinter 10",14983,2630,814,57,105,66,75,12,614,491,33320,1042,0,0,0,0,0,0,2,0,0,0,110,2829,4089,311,317,6411,690,8346,0,1795,115,24,0,23,11,0,19,637,619,0,11,0,0,12,21,290
2022-04-01,"Deinter 2",83138,7069,1411,189,926,92,116,37,2104,1142,148996,2861,1,2,0,0,2,1,5,0,4,0,412,10122,28748,837,962,40524,2576,43657,5,10155,1478,104,0,103,58,3,47,1425,2574,3,58,0,113,921,62,811
2022-04-01,"Deinter 3",70048,7776,2506,228,595,150,204,87,2326,1918,305399,3933,0,0,0,0,1,1,4,2,0,0,335,10583,22223,1270,1348,31773,2459,38218,0,10477,1197,104,0,103,61,4,54,1354,2573,4,62,0,24,310,76,1048
2022-04-01,"Deinter 4",38949,4597,1828,110,196,75,86,18,1263,1357,62393,2408,0,0,5,0,0,1,1,0,0,0,263,6852,11461,667,531,17076,1587,21361,0,5454,267,45,0,45,19,2,33,1311,1603,2,19,0,5,33,53,451
2022-04-01,"Deinter 5",32214,4900,2076,115,263,73,85,41,1093,1240,66225,2179,0,0,4,0,4,4,3,0,0,0,214,6157,9172,546,533,14065,1880,18502,1,4168,371,43,0,40,21,3,53,1374,1532,3,22,1,1,35,55,518
2022-04-01,"Deinter 6",45763,4181,1366,151,324,99,131,27,1451,919,133080,2122,0,0,0,0,1,3,3,1,2,0,242,5350,17919,509,662,18908,1877,26559,4,7876,836,44,1,44,39,2,98,543,1411,2,39,0,51,214,59,479
2022-04-01,"Deinter 7",52837,6340,1361,165,375,116,147,26,1900,1680,104561,3356,0,0,1,0,0,0,3,1,0,0,483,8913,18614,783,846,22163,2656,32295,0,7263,544,101,0,97,36,3,37,906,2161,3,37,0,27,175,49,752
2022-04-01,"Deinter 8",20251,3434,2246,87,92,61,64,29,757,1033,45873,1590,0,0,1,0,0,0,1,0,0,0,125,4497,4857,427,406,9206,942,11254,0,2038,110,30,0,30,19,0,25,835,1081,0,19,0,4,6,16,324
2022-04-01,"Deinter 9",56199,6457,1678,166,898,176,177,88,2315,1292,184847,3086,0,0,0,0,0,2,3,0,0,0,299,9316,20285,998,1075,31296,3470,35443,0,7389,1163,73,0,73,59,2,33,1805,2292,2,61,0,31,554,61,1084
2022-04-01,"Gde SP(1)",149270,15365,1899,400,2497,299,377,52,4142,2207,432884,6031,3,3,7,0,9,5,7,5,5,0,807,19492,72059,1048,1395,78289,5429,100230,19,21750,6167,135,1,131,146,7,90,2259,5957,7,153,1,503,3336,109,1228
2022-04-01,"Interior",465698,52733,16364,1527,4054,1003,1213,418,15141,11804,1413612,24415,1,2,14,0,10,12,25,4,6,1,2740,71711,152185,6894,7206,217179,19609,260345,10,62332,6754,621,2,609,427,22,428,10868,17784,22,441,1,274,2490,544,6360
2022-07-01,"Capital",102639,22673,1222,507,3553,562,638,34,7065,2037,547445,6907,1,0,2,0,22,22,17,19,20,1,1250,31826,165786,1891,1466,135733,7566,209785,39,57722,10935,124,1,122,140,16,190,2929,7396,16,147,3,717,4014,156,1012
2022-07-01,"Deinter 1",48805,5581,1894,203,312,116,147,51,1383,906,118633,2153,0,0,6,0,1,0,4,0,0,0,288,6606,16204,498,719,24801,1596,25911,3,5659,751,53,0,53,69,0,31,662,1903,0,72,0,7,161,69,672
2022-07-01,"Deinter 10",12902,2571,1029,60,112,44,51,3,590,526,32100,1063,0,0,0,0,0,0,1,0,0,0,121,3360,4666,323,297,6572,797,9564,0,1931,125,27,0,26,16,0,13,686,720,0,17,0,2,13,19,247
2022-07-01,"Deinter 2",69729,7053,1566,223,776,147,139,27,2127,1179,159547,2887,1,0,2,0,3,1,3,1,2,0,496,10426,31280,925,1118,38790,2697,46942,4,10052,1761,102,1,101,59,4,35,1528,2625,4,62,1,102,824,48,834
2022-07-01,"Deinter 3",61357,7844,2596,212,692,163,323,66,2381,1908,316386,3908,0,0,1,0,1,0,2,0,1,0,468,11632,23405,1621,1532,25987,2621,41279,1,10662,1272,125,0,121,60,3,47,1364,2742,3,62,0,24,328,75,1162
2022-07-01,"Deinter 4",35053,5078,2088,162,274,102,124,20,1368,1525,61961,2692,0,0,4,0,1,0,3,0,1,0,287,6843,11428,802,636,16239,1940,21936,1,5314,337,72,1,70,23,1,37,1324,1639,1,24,0,2,39,33,523
2022-07-01,"Deinter 5",32172,4750,2133,119,303,49,62,32,1154,1292,72365,2301,0,0,0,0,1,0,2,0,0,0,282,6566,9592,694,632,13217,2084,19850,0,4315,449,45,1,44,21,2,63,1428,1593,2,23,0,2,42,46,557
2022-07-01,"Deinter 6",37330,4294,1296,158,387,128,164,6,1645,901,152811,2193,0,1,1,0,1,1,8,0,3,0,264,5732,20635,738,656,18078,1551,29576,2,8366,859,50,1,48,47,0,132,524,1485,0,49,1,52,309,64,492
2022-07-01,"Deinter 7",51543,6522,1413,186,319,103,128,36,2000,1832,108703,3583,4,0,2,0,2,0,4,0,0,0,508,8940,19314,999,812,20724,2480,33053,0,7166,781,103,1,99,59,1,46,963,2145,1,61,0,38,189,75,715
2022-07-01,"Deinter 8",20334,3792,2311,72,126,35,36,17,840,1042,43311,1691,0,0,0,0,1,0,2,0,0,0,153,4394,5305,427,406,9003,1019,11704,0,2151,145,30,2,29,15,0,27,799,1107,0,15,0,1,10,27,325
2022-07-01,"Deinter 9",52291,6647,1584,166,885,244,255,76,2251,1177,177480,3233,0,0,0,0,5,0,3,0,4,0,355,9843,20283,1005,1296,28812,2377,35159,4,6887,1427,78,0,76,58,0,33,1792,2319,0,64,0,34,555,68,1311
2022-07-01,"Gde SP(1)",107337,15023,1909,422,2823,354,447,47,4247,2302,377153,6224,4,0,2,0,8,4,8,6,3,0,991,20308,78634,1209,1231,77498,4750,107123,20,20987,6665,136,0,126,173,12,79,2463,5862,12,188,0,510,3612,136,1150
2022-07-01,"Interior",421516,54132,17910,1561,4186,1131,1429,334,15739,12288,1492119,25704,5,1,16,0,16,2,32,1,11,0,3222,74342,162112,8032,8104,202223,19162,274974,15,62503,7907,685,7,667,427,11,464,11070,18278,11,449,2,264,2470,524,6838
2022-10-01,"Capital",91625,21353,1182,623,3878,571,606,29,6128,1974,459696,6548,5,3,3,0,27,30,26,24,12,0,1339,32456,183763,1891,1179,140857,6257,226885,32,63016,11037,123,1,116,173,17,160,2886,8109,17,176,1,791,5051,178,786
2022-10-01,"Deinter 1",32702,5122,2027,206,271,90,123,23,1349,606,94994,1791,1,1,3,0,2,0,4,2,0,0,292,7363,16938,508,603,24140,1481,27185,0,5815,824,48,0,47,85,4,33,685,2088,4,88,0,17,241,98,599
2022-10-01,"Deinter 10",11885,2185,838,65,125,42,44,3,560,313,29062,816,0,0,1,0,0,0,0,0,0,0,131,3387,4405,329,273,6055,663,9188,0,1946,157,25,0,25,22,1,17,628,757,1,23,0,1,11,33,242
