"Date","Region","Atividades de polícia judiciária - Total de boletins de ocorrência","Atividades de polícia judiciária - Total de inquéritos instaurados","Atividades de polícia judiciária - Total de termos circunstanciados lavrados pela Polícia
  Civil (2)","Atividades policiais - Armas de fogo apreendidas","Atividades policiais - Nº de Veículos Recuperados","Atividades policiais - Nº de autos de apreensão (art 173 ECA)","Atividades policiais - Nº de infratores apreendidos em flagrante","Atividades policiais - Nº de infratores apreendidos por mandado","Atividades policiais - Nº de pessoas presas em flagrante","Atividades policiais - Nº de pessoas presas por mandado","Atividades policiais - Nº de revistas pessoais/ identificação (9)","Atividades policiais - Prisões efetuadas (em flagrante+ por mandado)","Ocorrências envolvendo policiais civis (3) - Pessoas feridas por policiais civis de folga","Ocorrências envolvendo policiais civis (3) - Pessoas mortas por policiais civis de folga (8)","Ocorrências envolvendo policiais civis (3) - Policiais civis feridos em serviço","Ocorrências envolvendo policiais civis (3) - Policiais civis mortos em serviço","Ocorrências envolvendo policiais militares (4) - Pessoas feridas em confronto com a polícia militar em
  serviço","Ocorrências envolvendo policiais militares (4) - Pessoas feridas por policiais militares de folga","Ocorrências envolvendo policiais militares (4) - Pessoas mortas em confronto com a polícia militar em
  serviço (8)","Ocorrências envolvendo policiais militares (4) - Pessoas mortas por policiais militares de folga (8A)","Ocorrências envolvendo policiais militares (4) - Policiais militares feridos em serviço","Ocorrências envolvendo policiais militares (4) - Policiais militares mortos em serviço","Ocorrências policiais registradas, por natureza - Contra a Dignidade Sexual","Ocorrências policiais registradas, por natureza - Contra a pessoa","Ocorrências policiais registradas, por natureza - Contra o patrimônio","Ocorrências policiais registradas, por natureza - Contravencionais","Ocorrências policiais registradas, por natureza - Entorpecentes","Ocorrências policiais registradas, por natureza - Não Criminais","Ocorrências policiais registradas, por natureza - Outros criminais (não inclui contravenções)","Ocorrências policiais registradas, por natureza - Total de delitos","Ocorrências policiais registradas, por tipo - Extorsão mediante seqüestro (5)","Ocorrências policiais registradas, por tipo - Furto - outros","Ocorrências policiais registradas, por tipo - Furto de veículos","Ocorrências policiais registradas, por tipo - Homicídio Culposo (7)","Ocorrências policiais registradas, por tipo - Homicídio Doloso por acidente de trânsito (10)","Ocorrências policiais registradas, por tipo - Homicídio culposo por Acidente de Trânsito","Ocorrências policiais registradas, por tipo - Homicídio doloso","Ocorrências policiais registradas, por tipo - Latrocínio","Ocorrências policiais registradas, por tipo - Lesão corporal culposa outras","Ocorrências policiais registradas, por tipo - Lesão corporal culposa por Acidente de Trânsito","Ocorrências policiais registradas, por tipo - Lesão corporal dolosa","Ocorrências policiais registradas, por tipo - Nº de Vítimas de Latrocínio","Ocorrências policiais registradas, por tipo - Nº de Vítimas em Homicídio Doloso","Ocorrências policiais registradas, por tipo - Roubo a Banco","Ocorrências policiais registradas, por tipo - Roubo de Carga","Ocorrências policiais registradas, por tipo - Roubo de veículos","Ocorrências policiais registradas, por tipo - Tentativa de homicídio","Ocorrências policiais registradas, por tipo - Tráfico de entorpecentes"
2017-01-01,"Deinter 8",17192,2923,3223,115,131,97,112,76,738,740,53443,1240,0,0,5,0,0,1,0,0,0,0,62,4424,3248,483,531,7274,1006,9754,0,2015,153,18,0,18,18,2,34,758,1148,2,19,0,4,4,16,371
2017-01-01,"Deinter 9",60649,7369,3520,292,1614,183,407,190,2461,1223,247781,3420,0,0,1,0,4,1,3,0,3,0,220,11493,16937,1215,1475,27796,2693,34033,1,8090,2068,72,0,69,53,5,36,2477,3164,5,59,4,67,649,86,1334
2017-01-01,"Gde SP(1)",137119,17074,4064,576,4507,748,926,139,5889,2711,493957,7919,1,0,2,0,19,12,28,17,6,0,513,17948,53969,1170,1919,62622,3990,79509,0,16400,5676,123,2,117,232,27,133,3038,5262,27,250,5,645,5417,197,1709
2017-01-01,"Interior",435193,56991,29521,2451,8082,1990,2876,1012,18322,10839,2516920,25960,2,2,20,1,51,6,56,4,14,1,1962,85290,128222,8574,10783,194264,18349,253180,1,67206,10397,598,6,568,458,43,533,15013,22653,44,491,15,504,3955,591,8175
2017-04-01,"Capital",157936,26601,2892,939,7394,1046,1095,42,9772,4007,1235436,9376,3,2,14,1,58,26,70,37,19,3,741,23067,120422,1343,2469,134964,5115,153157,0,47319,10858,140,4,132,170,39,245,4035,7114,39,189,11,1415,8001,233,2341
2017-04-01,"Deinter 1",43088,6164,2455,277,691,255,324,110,1685,903,250657,2339,0,0,0,0,8,2,2,1,3,0,203,7396,13235,575,816,18318,1474,23699,1,6423,1233,58,0,55,79,5,35,1126,1980,5,83,0,69,427,117,783
2017-04-01,"Deinter 10",16446,2696,1131,94,137,87,125,34,802,437,84322,1116,1,0,0,0,0,0,0,0,0,0,99,3640,3379,390,541,7151,933,8982,0,2085,132,35,1,32,21,1,20,983,759,1,21,0,3,18,35,423
2017-04-01,"Deinter 2",71849,7621,2444,324,1328,237,317,135,2653,1289,233024,3436,1,0,2,0,5,2,9,3,1,0,287,11476,22928,851,1287,32872,2425,39254,0,10784,1947,115,1,112,55,5,73,2576,2865,5,56,4,166,1270,58,1063
2017-04-01,"Deinter 3",67006,9044,4157,319,1125,455,595,178,2796,1993,557513,4286,0,0,2,0,4,2,4,0,2,0,268,11746,19243,1462,1835,29116,2436,36990,0,11309,1368,94,2,92,54,7,77,2104,3134,8,57,2,43,333,82,1587
2017-04-01,"Deinter 4",40862,5385,4384,214,432,233,297,131,1702,1280,142907,2725,0,0,1,0,5,0,0,0,1,0,174,8862,10068,1132,1079,16693,1948,23263,0,6146,516,67,1,64,30,4,25,2052,2307,4,31,0,21,52,32,808
2017-04-01,"Deinter 5",27426,4493,2715,133,423,89,145,132,1031,1018,99106,1850,0,0,2,0,1,1,3,0,0,0,167,6618,6728,657,704,10266,1725,16599,0,4269,562,62,0,57,12,2,50,1930,1490,2,14,1,10,42,32,613
2017-04-01,"Deinter 6",32361,4770,2903,368,818,160,292,88,1858,1108,251512,2664,0,0,0,0,15,3,10,8,7,0,153,5534,16296,542,1255,18155,1485,25265,0,6649,1007,56,1,53,46,9,62,791,1460,9,47,1,110,750,66,501
2017-04-01,"Deinter 7",46504,6999,2756,274,755,159,236,97,2188,2151,211918,3965,0,0,1,0,3,1,7,1,4,0,346,8640,13155,1000,1053,20225,2445,26639,0,7084,1032,103,1,96,49,3,32,1486,2356,3,54,1,32,284,56,856
2017-04-01,"Deinter 8",17202,3042,3188,139,153,73,76,66,769,817,55405,1371,0,0,0,0,1,0,1,0,2,0,72,4163,3246,515,559,7337,1064,9619,0,2037,159,31,0,30,11,1,26,890,1071,1,11,0,2,6,17,343
2017-04-01,"Deinter 9",58110,7471,3517,287,1548,193,362,185,2435,1412,0,3596,3,0,3,0,6,0,10,1,2,0,225,10866,16446,1121,1487,26216,2685,32830,0,8137,1905,79,0,76,53,1,48,2753,2848,1,54,2,81,566,54,1407
2017-04-01,"Gde SP(1)",135389,17810,4274,621,4341,754,958,146,5913,3086,557737,8379,2,1,5,0,25,15,37,10,9,2,511,16229,52863,1161,1901,63049,4101,76766,1,16367,5660,133,3,128,204,22,109,3140,4906,22,217,0,703,5075,167,1718
2017-04-01,"Interior",420854,57685,29650,2429,7410,1941,2769,1156,17919,12408,0,27348,5,0,11,0,48,11,46,14,22,0,1994,78941,124724,8245,10616,186349,18620,243140,1,64923,9861,700,7,667,410,38,448,16691,20270,39,428,11,537,3748,549,8384
2017-07-01,"Capital",158141,25384,2966,883,6988,1020,1099,244,9787,3459,1232741,9125,4,3,6,0,50,28,44,33,18,0,2169,23095,117522,1495,2361,136297,5415,152057,5,47637,10816,90,6,84,153,19,273,3915,7473,19,167,5,1367,7748,168,2390
2017-07-01,"Deinter 1",42635,6363,2622,269,638,291,358,107,1780,1048,273583,2576,0,0,1,0,2,1,7,2,0,0,193,7305,12516,625,849,18412,1629,23117,0,6353,1230,69,1,65,68,4,38,1020,1952,4,75,2,44,382,75,840
2017-07-01,"Deinter 10",16878,2898,1372,97,122,86,99,27,924,436,86976,1250,0,0,1,0,0,0,0,0,0,0,93,3554,3738,344,578,7262,1051,9358,0,2306,116,24,0,22,22,1,31,983,824,1,23,0,3,18,26,486
2017-07-01,"Deinter 2",69727,6936,2499,337,1506,201,259,90,2340,1301,232701,3199,2,0,0,0,4,2,6,3,3,0,274,10844,21363,795,1112,32567,2646,37034,0,9757,2004,115,1,112,66,4,45,2335,2821,4,66,2,134,1208,70,906
2017-07-01,"Deinter 3",66301,9097,4152,414,1098,397,524,178,2799,1842,534548,4104,0,0,3,0,10,0,9,0,4,0,316,11650,18385,1402,1932,29147,2764,36449,0,10912,1232,102,0,99,77,4,74,1949,3082,4,82,1,70,306,74,1629
2017-07-01,"Deinter 4",40969,5430,4234,205,416,237,284,114,1726,1289,138879,2721,0,0,1,0,6,3,5,0,0,0,203,8607,9804,1153,1119,17064,2250,23136,0,6035,489,87,2,85,26,2,27,1984,2197,2,26,0,14,40,45,784
2017-07-01,"Deinter 5",27766,4498,2623,137,320,90,114,115,1008,1086,100470,1945,0,0,0,0,4,0,6,0,1,0,154,6545,6411,668,651,10605,1940,16369,0,4071,492,54,0,54,21,1,54,1709,1607,1,23,1,6,42,42,579
2017-07-01,"Deinter 6",31757,4271,2526,302,779,137,292,103,1695,1203,264178,2552,2,2,2,0,5,7,11,0,4,0,156,5544,15849,614,1228,18377,1422,24813,0,6478,949,79,0,75,34,6,51,854,1435,6,35,1,137,674,57,556
2017-07-01,"Deinter 7",46596,7388,2857,314,638,166,218,101,2083,2253,219024,3928,0,0,4,0,4,1,8,0,0,0,368,8796,12760,1002,1126,20719,2644,26696,0,6903,1030,106,0,104,53,2,15,1506,2443,2,53,0,31,285,57,892
2017-07-01,"Deinter 8",17343,2964,3234,85,128,80,96,59,750,891,56019,1417,0,0,0,0,3,0,4,0,1,0,62,4305,3082,491,594,7514,1152,9686,0,1962,113,29,0,28,7,0,30,830,1201,0,7,0,3,6,15,357
2017-07-01,"Deinter 9",57681,6842,3436,268,1326,151,307,149,2280,1437,267327,3456,0,0,4,0,4,1,6,3,6,0,213,10707,15812,1123,1357,26340,3033,32245,0,7522,1956,89,2,87,64,3,22,2693,2879,3,70,2,96,566,54,1277
2017-07-01,"Gde SP(1)",135835,17195,4320,569,4192,710,894,163,5944,3153,576301,8506,0,1,4,1,17,5,35,19,7,1,561,16131,52902,1056,1908,64105,4095,76653,1,16940,5736,137,1,132,186,17,69,3113,4867,17,193,2,718,4824,164,1785
2017-07-01,"Interior",417653,56687,29555,2428,6971,1836,2551,1043,17385,12786,2575871,27148,4,2,16,0,42,15,62,8,19,0,2032,77857,119720,8217,10546,188007,20531,238903,0,62299,9611,754,6,731,438,27,387,15863,20441,27,460,9,538,3527,515,8306
2017-10-01,"Capital",151235,25183,2786,896,6630,931,984,154,9454,2934,1134792,8647,5,1,3,0,55,39,91,32,17,2,1007,23543,116313,1432,2360,134494,5212,149867,0,48149,10337,91,5,84,202,25,248,3433,7965,25,220,10,1352,8005,192,2321
2017-10-01,"Deinter 1",41838,5830,2292,225,743,251,313,121,1670,869,253074,2320,0,0,0,0,2,0,4,0,2,0,192,7489,11827,576,824,18068,1304,22212,0,5999,1217,75,0,71,87,4,19,1003,2192,4,91,2,53,444,102,815
2017-10-01,"Deinter 10",15861,2609,1113,167,121,114,134,29,891,432,83199,1187,0,0,0,1,0,0,0,0,0,0,85,3536,3259,336,567,6879,828,8611,0,1970,125,15,0,15,20,2,16,920,798,2,22,0,0,9,33,514
2017-10-01,"Deinter 2",67087,6518,2030,281,1445,185,244,68,2322,1247,220486,3113,0,0,0,0,3,0,10,2,2,0,305,11341,20418,848,1143,31423,2318,36373,0,9527,2024,99,0,95,71,4,65,2212,3041,4,80,1,153,1196,52,916
2017-10-01,"Deinter 3",63970,8480,3851,288,1102,439,564,126,2800,1865,528113,4164,0,0,0,0,5,0,7,0,2,0,299,11670,17678,1447,1988,28058,2168,35250,1,10625,1295,91,2,90,59,5,55,1796,3369,6,61,0,71,374,89,1668
2017-10-01,"Deinter 4",40575,5212,3488,238,468,235,302,93,1748,1214,128064,2656,0,0,2,0,0,0,2,1,0,1,240,9066,9493,1092,1034,17118,1746,22671,0,5899,534,55,1,53,31,2,20,1886,2436,2,33,0,14,45,44,776
2017-10-01,"Deinter 5",25957,4245,2297,142,339,81,115,77,1028,795,99746,1686,0,0,1,0,10,1,3,0,3,0,151,6061,6466,567,661,9366,1503,15409,0,4303,520,59,0,58,23,3,55,1421,1644,3,23,1,6,47,42,521
2017-10-01,"Deinter 6",31176,4252,2156,293,764,135,235,93,1682,1127,299591,2505,0,0,1,0,8,1,16,2,3,0,196,5900,14761,582,1167,18772,1374,23980,0,6734,900,64,2,63,45,3,64,815,1735,3,47,1,173,593,79,510
2017-10-01,"Deinter 7",45126,6404,2265,277,638,117,181,87,2158,2635,209856,4252,0,0,1,0,3,0,10,0,2,0,330,9268,12347,941,1136,19065,2321,26343,0,6793,1057,89,1,85,57,4,30,1464,2602,4,61,2,34,301,68,900
2017-10-01,"Deinter 8",16862,3082,2831,62,130,69,67,48,758,810,52762,1347,0,0,0,0,1,0,1,0,0,0,79,4288,2904,503,653,7218,1009,9436,0,1855,123,22,0,22,14,0,26,765,1223,0,14,0,0,7,14,394
2017-10-01,"Deinter 9",56045,7146,2913,284,1350,209,353,97,2479,1339,254455,3558,0,0,4,0,11,3,11,2,2,0,206,11041,15161,1128,1429,25803,2506,31471,0,7469,1845,71,1,69,54,2,30,2589,3152,2,55,3,82,623,72,1371
2017-10-01,"Gde SP(1)",130126,16452,3412,606,4292,720,842,162,5900,2601,563510,7805,1,2,2,0,21,5,34,18,7,0,618,16631,51258,900,1938,60947,3700,75045,0,16600,5701,138,1,128,192,14,87,2820,5326,14,201,4,606,5345,228,1711
2017-10-01,"Interior",404497,53778,25236,2257,7100,1835,2508,839,17536,12333,2491773,26788,0,0,9,1,43,5,64,7,16,1,2083,79660,114314,8020,10602,181770,17077,231756,1,61174,9640,640,7,621,461,29,380,14871,22192,30,487,10,586,3639,595,8385
2018-01-01,"Capital",144851,23674,2745,824,6097,780,737,192,9265,3177,1102766,8552,4,2,7,1,57,36,72,20,16,2,885,22673,120348,1293,2524,128569,4758,152481,5,54120,10302,92,3,86,176,15,270,3271,7461,15,188,6,1124,6555,230,2464
2018-01-01,"Deinter 1",42658,5863,2439,273,664,219,284,57,1730,846,220934,2290,2,0,0,0,3,1,5,1,1,1,238,7541,11415,593,848,19303,1516,22151,0,5799,1143,53,1,48,76,4,25,1033,2132,4,79,1,44,368,76,820
2018-01-01,"Deinter 10",16041,2536,1148,100,130,105,123,14,932,415,77760,1223,0,0,3,0,0,0,0,0,0,0,84,3306,3413,274,577,7267,739,8393,0,2126,130,18,0,18,15,1,18,771,816,1,16,1,1,5,27,540
2018-01-01,"Deinter 2",69188,6896,1958,271,1456,194,257,67,2249,1228,220096,3125,0,0,2,0,3,0,12,1,0,0,360,10956,19959,809,1227,33605,2231,35542,0,9816,1864,90,0,88,64,2,54,1910,3042,2,65,1,127,1132,67,990
2018-01-01,"Deinter 3",64148,8412,3563,299,957,407,520,192,2891,1846,477974,4304,1,0,0,0,7,2,8,1,5,0,295,11349,17541,1386,2009,28572,2186,34766,1,10655,1291,76,2,72,57,6,54,1579,3232,6,59,0,38,290,68,1629
2018-01-01,"Deinter 4",35960,4639,3241,171,396,173,211,57,1435,1101,118065,2267,0,0,1,0,1,0,4,0,0,1,202,7647,7853,956,891,16209,1661,19210,0,4721,453,47,0,41,25,2,18,1505,2021,2,25,0,3,33,48,651
2018-01-01,"Deinter 5",26556,4513,2437,161,285,119,149,76,1139,1056,98031,1987,0,0,0,0,2,0,3,1,1,0,179,6046,6224,516,698,10655,1396,15059,0,4158,437,35,0,34,22,3,39,1395,1551,3,22,0,4,48,36,603
2018-01-01,"Deinter 6",32467,4638,2719,315,731,179,302,69,1909,1317,345328,2898,1,1,4,0,11,2,8,2,5,0,230,6026,14961,603,1327,21081,1491,24638,0,6946,1051,51,1,50,41,5,80,799,1868,6,41,2,161,504,69,606
2018-01-01,"Deinter 7",45570,6335,2122,272,607,180,237,75,2366,2695,203480,4206,0,0,2,0,4,0,11,0,3,0,378,9243,12148,966,1188,19443,2220,26143,0,6838,923,92,2,88,44,7,27,1261,2740,7,47,1,30,267,56,1046
2018-01-01,"Deinter 8",20065,3464,3169,132,143,117,140,68,982,958,57819,1682,0,0,0,0,3,0,2,0,2,0,100,4918,3854,556,696,8680,1068,11192,0,2364,168,25,0,22,17,1,28,932,1278,1,17,0,5,6,20,493
2018-01-01,"Deinter 9",56073,6853,2982,221,1215,244,307,93,2420,1304,242899,3408,0,0,2,0,2,0,5,0,2,0,232,10661,14902,1066,1512,26564,2366,30739,1,7369,1790,55,2,50,54,3,23,2283,2908,3,56,0,94,518,57,1471
2018-01-01,"Gde SP(1)",128224,15907,3431,498,3628,549,689,158,5570,2679,545707,7619,1,1,3,0,15,8,27,9,4,0,662,17930,54110,1002,1975,60435,3421,79100,1,16042,5566,105,4,101,175,17,117,2725,5191,18,189,1,652,4085,175,1817
2018-01-01,"Interior",408726,54149,25778,2215,6584,1937,2530,768,18053,12766,2366659,27390,4,1,14,0,36,5,58,6,19,2,2298,77693,112270,7725,10973,191379,16874,227833,2,60792,9250,542,8,511,415,34,366,13468,21588,35,427,6,507,3171,524,8849
2018-04-01,"Capital",146922,24972,2365,858,6116,935,836,117,9424,3237,1105773,8526,1,2,4,0,58,36,74,25,13,0,834,22185,115274,1320,2355,121284,5009,146977,1,48128,9868,105,5,96,168,21,225,3574,7112,22,173,8,1039,6856,166,2370
2018-04-01,"Deinter 1",39668,5959,2076,252,672,222,272,121,1597,883,188420,2241,0,0,6,0,4,0,5,0,1,0,223,6965,11639,487,719,16945,1365,21398,0,5666,1049,44,0,43,89,7,36,939,1962,7,94,1,56,442,93,704
2018-04-01,"Deinter 10",15397,2615,1101,98,122,120,137,22,817,453,75821,1186,0,0,1,0,0,0,0,0,0,0,74,3383,3092,377,530,6739,820,8276,0,1921,118,33,0,30,14,1,20,877,798,1,14,0,2,5,26,508
2018-04-01,"Deinter 2",68399,7177,1951,211,1366,181,260,72,2346,1267,198955,3175,0,1,1,0,6,2,6,1,9,1,343,10705,20522,866,1095,32252,2246,35777,1,9693,1953,106,1,105,60,7,49,2167,2816,7,62,3,160,1297,64,891
2018-04-01,"Deinter 3",61999,8555,3596,293,989,361,489,170,2820,1983,502402,4359,0,0,0,0,9,0,7,0,2,0,285,10896,16941,1412,1906,26943,2116,33556,0,10109,1274,115,0,109,52,1,60,1553,2998,1,53,0,36,323,70,1599
2018-04-01,"Deinter 4",34281,4894,3196,137,342,165,192,66,1460,1193,108185,2410,0,0,2,0,0,0,4,0,0,0,209,7200,7861,912,865,14782,1764,18811,0,4877,390,42,0,42,17,1,38,1586,1881,1,17,0,16,35,34,681
2018-04-01,"Deinter 5",27525,4562,2306,140,334,86,125,92,1130,1376,90020,2303,0,0,2,0,1,0,4,0,1,0,166,5911,6664,546,655,10695,1547,15489,0,4439,465,46,1,46,25,1,43,1496,1516,1,28,1,4,30,27,570
2018-04-01,"Deinter 6",30054,4510,2382,260,667,167,271,65,1782,1164,284388,2594,1,0,7,0,6,1,14,3,2,0,184,5338,14163,548,1046,17216,1338,22617,0,6205,856,72,0,70,42,4,66,772,1466,4,47,1,166,485,61,493
2018-04-01,"Deinter 7",43951,6904,2114,256,617,171,250,81,2267,2484,195319,4143,0,0,0,0,7,0,10,1,0,0,343,8952,11887,913,1136,18704,2284,25515,0,6513,996,95,0,92,49,2,46,1338,2505,3,52,0,35,249,56,976
2018-04-01,"Deinter 8",20374,3607,3025,97,182,85,101,58,923,1058,63597,1773,0,0,1,0,2,0,0,0,1,0,106,4785,4080,592,637,8650,1258,11458,1,2531,171,29,0,27,18,1,30,1005,1270,1,19,0,7,13,23,439
2018-04-01,"Deinter 9",53738,7078,2891,222,1118,224,313,102,2538,1609,260606,3759,1,0,3,0,6,4,5,1,2,0,225,10015,15059,1051,1508,25023,2319,30177,1,7571,1701,77,0,73,52,2,27,2338,2625,2,55,3,127,544,56,1441
2018-04-01,"Gde SP(1)",125463,16662,3470,569,3719,570,728,154,5526,2856,516036,7869,0,2,3,0,20,7,35,10,8,0,585,15633,50040,910,1823,58276,3531,72522,5,16041,5700,116,0,109,143,21,130,3038,4810,21,152,1,559,4733,166,1713
2018-04-01,"Interior",395386,55861,24638,1966,6409,1782,2410,849,17680,13470,2271562,27943,2,1,23,0,41,7,55,6,18,1,2158,74150,111908,7704,10097,177949,17057,223074,3,59525,8973,659,2,637,418,27,415,14071,19837,28,441,9,609,3423,510,8302
2018-07-01,"Capital",153599,23839,2066,740,5624,779,780,194,8553,3654,1033851,7916,4,4,6,0,36,28,62,34,17,2,815,21622,111555,1161,2227,111733,4765,142145,2,48737,10326,107,1,100,155,25,285,3371,6756,25,174,8,1005,6084,166,2162
2018-07-01,"Deinter 1",37872,5722,2093,251,722,202,270,113,1543,1175,204358,2497,1,1,3,0,2,0,3,0,0,0,226,6764,11687,499,730,14620,1470,21376,0,5897,1109,59,0,58,81,3,23,1018,1872,4,82,0,53,423,72,671
2018-07-01,"Deinter 10",14933,2496,1166,85,122,67,78,16,712,570,72422,1201,0,0,0,0,0,0,0,0,0,0,71,3211,3122,347,400,6645,851,8002,0,1909,107,28,0,28,18,3,22,854,714,3,18,0,1,8,26,332
2018-07-01,"Deinter 2",65844,6605,1941,248,1427,182,251,71,2534,1538,186593,3633,0,0,2,0,1,2,6,0,3,0,305,10065,21060,784,1195,29591,2327,35736,0,10124,2074,90,0,87,56,8,27,2004,2595,8,57,0,155,1199,57,1004
2018-07-01,"Deinter 3",59477,8131,3357,288,947,291,380,170,2799,2304,485131,4590,0,0,0,0,6,0,8,0,3,0,279,10051,17083,1312,1761,24993,2335,32821,0,10416,1124,97,2,92,40,1,71,1477,2806,1,41,0,35,279,72,1509
2018-07-01,"Deinter 4",32912,4656,3428,152,323,141,166,66,1437,1390,104136,2598,0,0,4,0,2,0,2,0,2,0,186,6400,7663,867,890,14466,1773,17779,0,4816,384,67,2,61,28,0,30,1169,1769,0,29,1,10,41,32,690
2018-07-01,"Deinter 5",25532,4216,2329,85,314,97,148,61,1036,1558,87532,2452,0,0,1,0,1,0,5,0,2,0,131,5381,5827,598,710,9914,1621,14268,0,3721,378,53,0,51,17,2,39,1297,1342,2,17,0,7,23,37,561
2018-07-01,"Deinter 6",30725,4269,2331,256,695,163,302,68,1750,1580,280526,3064,0,0,3,0,15,0,20,1,4,0,171,4794,14081,498,1163,15426,1705,22412,0,6464,655,64,1,61,36,3,40,645,1226,3,39,0,122,515,92,536
2018-07-01,"Deinter 7",40455,6296,1783,290,612,160,245,75,2341,2721,187966,4531,0,0,0,0,4,0,6,2,2,0,375,7758,11801,858,1101,16452,2315,24208,0,6499,1054,90,1,88,25,2,29,1143,2119,2,27,2,36,268,35,1011
2018-07-01,"Deinter 8",19648,3499,2973,126,169,102,111,68,982,1269,64055,1960,0,0,0,0,2,0,0,0,0,0,105,4299,3693,485,768,8483,1305,10655,0,2224,132,34,0,33,11,2,31,877,1152,2,11,0,3,7,24,543
2018-07-01,"Deinter 9",52150,6085,2955,231,1243,241,313,104,2532,2004,266436,4243,0,0,2,0,3,0,17,0,0,0,243,9664,14265,1053,1557,23156,2446,29228,0,7024,1636,79,1,74,40,2,37,2277,2553,2,41,1,121,551,59,1429
2018-07-01,"Gde SP(1)",122769,15991,3337,499,3763,609,791,191,5576,3596,548338,8554,2,1,2,0,20,7,27,9,7,3,651,14727,49207,964,1728,52549,3624,70901,0,16804,6125,135,1,130,182,15,120,2777,4484,15,190,1,578,4678,141,1662
2018-07-01,"Interior",379548,51975,24356,2012,6574,1646,2264,812,17666,16109,2183704,30769,1,1,15,0,36,2,67,3,16,0,2092,68387,110282,7301,10275,163746,18148,216485,0,59094,8653,661,7,633,352,26,349,12761,18148,27,362,4,543,3314,506,8286
2018-10-01,"Capital",155458,22576,1838,634,5974,764,643,100,8113,3064,942234,7555,6,2,7,0,57,36,65,38,22,2,857,21744,116503,1154,1745,137300,4434,146437,0,50813,9899,117,3,110,173,19,262,3353,7219,20,188,4,1063,7365,187,1655
2018-10-01,"Deinter 1",41345,5645,2007,264,670,194,229,96,1588,883,182907,2231,0,0,2,0,2,0,4,1,0,0,252,7044,11267,513,659,18767,1583,21318,0,5823,1174,52,0,49,80,10,43,952,1949,11,83,1,30,423,100,594
2018-10-01,"Deinter 10",15522,2137,1029,85,113,64,71,17,677,416,71375,1011,0,0,0,0,0,0,0,0,0,0,87,3269,3253,353,350,7140,750,8062,0,1949,122,16,0,16,10,0,14,792,780,0,10,0,2,16,28,287
2018-10-01,"Deinter 2",69921,7011,1805,253,1398,178,273,45,2509,1086,174936,3183,0,0,3,0,6,0,10,3,5,1,344,10249,20116,816,1150,34007,2157,34832,0,9758,1893,71,0,69,67,4,39,1743,2868,4,73,1,132,1386,55,950
2018-10-01,"Deinter 3",61306,7722,3023,265,890,349,423,122,2794,1873,455458,4134,1,0,0,0,6,0,12,1,2,0,280,9885,17886,1178,1744,26798,2071,33044,1,10606,1214,85,0,84,63,5,79,1325,2886,5,63,0,42,400,92,1493
2018-10-01,"Deinter 4",34588,4219,2997,143,405,141,161,52,1452,1490,91635,2681,0,0,0,0,6,0,4,0,1,0,272,6932,7912,858,859,15648,1562,18395,0,4998,456,50,0,48,27,0,27,1152,2036,0,27,0,7,47,31,643
2018-10-01,"Deinter 5",26728,3985,2264,98,290,68,100,59,1024,1299,93203,2182,0,0,0,0,3,0,4,0,2,0,189,5763,6028,557,640,10790,1485,14662,0,4021,386,42,0,41,27,4,50,1229,1627,4,27,0,4,26,43,527
2018-10-01,"Deinter 6",30624,3966,1952,151,634,134,251,79,1743,1122,242122,2592,3,0,3,0,8,0,6,3,3,1,205,5185,14017,438,1137,18619,1361,22343,0,6863,768,52,0,51,37,8,72,756,1462,9,42,0,111,488,68,465
2018-10-01,"Deinter 7",41603,5769,1645,231,460,126,175,59,2168,2281,170028,3983,0,0,0,0,6,0,4,0,2,1,406,8223,11341,901,1047,18443,2180,24098,0,6300,1018,90,1,85,49,2,25,1109,2383,2,50,1,25,242,47,901
2018-10-01,"Deinter 8",19838,3405,2986,85,120,70,89,56,867,1025,63256,1643,0,0,0,0,2,0,0,0,1,0,152,4907,3508,562,629,8448,1122,10880,0,2115,134,30,0,29,12,0,20,950,1337,0,12,0,3,7,21,443
2018-10-01,"Deinter 9",54061,6425,2355,262,1321,197,265,92,2440,1623,258879,3755,0,0,1,0,5,1,18,4,0,0,231,9556,14233,1022,1330,26087,2326,28698,0,6971,1731,85,0,81,51,2,23,1927,2640,2,52,1,93,591,64,1246
2018-10-01,"Gde SP(1)",123625,14376,2758,486,3769,508,667,143,5120,2443,506795,7256,0,0,4,0,32,10,38,7,12,1,728,14981,47523,785,1520,61490,3139,68676,1,15396,5788,133,1,127,169,15,122,2442,4790,15,183,2,610,5080,164,1493
2018-10-01,"Interior",395536,50284,22063,1837,6301,1521,2037,677,17262,13098,2047929,27395,4,0,9,0,44,1,62,12,16,3,2418,71013,109561,7198,9545,184747,16597,216332,1,59404,8896,573,1,553,423,35,392,11935,19968,37,439,4,449,3626,549,7549
2019-01-01,"Capital",174519,23235,1985,732,5360,732,759,112,8340,3583,1029194,8340,4,0,7,2,25,15,64,16,12,1,918,24377,121887,1277,2020,131547,4828,155307,1,60431,8744,135,0,128,178,13,284,3264,7722,14,189,4,863,5128,192,1891
2019-01-01,"Deinter 1",44191,5957,2083,291,563,197,254,94,1715,1019,199811,2498,0,0,2,0,3,1,11,0,0,0,300,8070,11365,542,782,20042,1640,22699,0,5979,1103,59,0,55,75,4,26,968,2289,5,80,0,47,344,88,724
